sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,sshs,occurtime
1899275N20276,NA,NH,1899,1899,10,3,18,24.5,-86.8,50,0,275.75
1899284N10325,NA,NH,1899,1899,10,10,12,10.0,-35.0,40,0,282.5
1899289N26283,NA,NH,1899,1899,10,16,12,28.0,-73.5,40,0,288.5
1899299N16281,NA,NH,1899,1899,10,30,12,28.0,-78.0,95,2,302.5
1899311N12282,NA,NH,1899,1899,11,8,12,17.0,-76.5,55,0,311.5
1900239N15318,NA,NH,1900,1900,9,7,18,27.2,-89.7,125,4,249.75
1900250N15332,NA,NH,1900,1900,9,16,18,26.0,-65.7,105,3,258.75
1900252N10342,NA,NH,1900,1900,9,12,0,15.9,-29.9,85,2,254.0
1900254N20275,NA,NH,1900,1900,9,11,18,22.8,-87.6,45,0,253.75
1900277N21299,NA,NH,1900,1900,10,9,0,26.9,-71.5,60,0,281.0
1900283N21269,NA,NH,1900,1900,10,11,6,26.1,-89.4,40,0,283.25
1900297N15296,NA,NH,1900,1900,10,27,18,23.6,-74.8,45,0,299.75
1901162N19278,NA,NH,1901,1901,6,12,0,22.1,-84.3,35,0,162.0
1901183N09306,NA,NH,1901,1901,7,5,0,17.8,-74.6,60,0,185.0
1901185N10305,NA,NH,1901,1901,7,10,6,33.7,-74.2,70,1,190.25
1901214N33322,NA,NH,1901,1901,8,13,6,27.5,-86.0,80,1,224.25
1901231N12307,NA,NH,1901,1901,8,20,12,12.3,-60.3,45,0,231.5
1901238N16338,NA,NH,1901,1901,8,27,12,18.0,-31.0,70,1,238.5
1901241N14338,NA,NH,1901,1901,9,4,0,21.5,-55.6,90,2,246.0
1901252N18309,NA,NH,1901,1901,9,15,0,20.5,-81.9,70,1,257.0
1901255N11332,NA,NH,1901,1901,9,14,0,15.3,-29.6,50,0,256.0
1901264N14287,NA,NH,1901,1901,9,26,6,21.1,-83.9,45,0,268.25
1901278N12309,NA,NH,1901,1901,10,7,12,15.0,-55.0,60,0,279.5
1901288N21280,NA,NH,1901,1901,10,16,12,23.7,-75.0,50,0,288.5
1901304N19293,NA,NH,1901,1901,11,3,0,30.0,-62.0,70,1,306.0
1902164N18276,NA,NH,1902,1902,6,13,18,24.9,-83.2,50,0,163.75
1902172N17268,NA,NH,1902,1902,6,26,6,25.5,-96.9,70,1,176.25
1902259N08329,NA,NH,1902,1902,9,21,0,24.7,-51.7,85,2,263.0
1902276N14266,NA,NH,1902,1902,10,7,6,20.0,-92.5,90,2,279.25
1902305N20293,NA,NH,1902,1902,11,3,6,33.5,-59.2,60,0,306.25
1903202N20292,NA,NH,1903,1903,7,24,6,34.3,-70.1,70,1,204.25
1903218N12318,NA,NH,1903,1903,8,9,18,14.9,-64.7,105,3,220.75
1903252N21288,NA,NH,1903,1903,9,13,12,28.9,-84.8,80,1,255.5
1903255N23304,NA,NH,1903,1903,9,15,18,34.1,-74.0,85,2,257.75
1903262N21288,NA,NH,1903,1903,9,24,0,31.4,-74.0,50,0,266.0
1903269N23301,NA,NH,1903,1903,9,28,18,32.1,-64.2,95,2,270.75
1903274N18303,NA,NH,1903,1903,10,4,12,30.0,-60.7,85,2,276.5
1903278N26288,NA,NH,1903,1903,10,8,12,30.5,-66.5,60,0,280.5
1903294N21288,NA,NH,1903,1903,10,24,6,30.1,-75.1,50,0,296.25
1903321N19323,NA,NH,1903,1903,11,20,12,29.0,-48.5,70,1,323.5
1904163N13280,NA,NH,1904,1904,6,13,18,19.4,-77.7,70,1,164.75
1904252N16306,NA,NH,1904,1904,9,15,12,42.0,-70.3,75,-4,258.5
1904272N12280,NA,NH,1904,1904,10,1,6,16.7,-83.5,70,1,274.25
1904286N15284,NA,NH,1904,1904,10,17,6,25.1,-80.1,70,1,290.25
1904293N26315,NA,NH,1904,1904,10,21,12,25.0,-52.0,45,0,294.5
1904306N20269,NA,NH,1904,1904,11,1,18,23.1,-91.7,45,0,305.75
1905250N12302,NA,NH,1905,1905,9,6,12,11.6,-58.5,50,0,248.5
1905255N20309,NA,NH,1905,1905,9,13,12,22.1,-57.9,50,0,255.5
1905267N18276,NA,NH,1905,1905,9,26,12,22.2,-90.5,45,0,268.5
1905274N11281,NA,NH,1905,1905,10,9,6,31.7,-62.1,105,3,281.25
1905278N23271,NA,NH,1905,1905,10,8,0,25.8,-92.7,45,0,280.0
1906160N19276,NA,NH,1906,1906,6,9,18,23.5,-84.1,45,0,159.75
1906165N23284,NA,NH,1906,1906,6,19,0,33.8,-72.3,90,2,169.0
1906234N29307,NA,NH,1906,1906,8,24,12,33.8,-54.1,60,0,235.5
1906238N14339,NA,NH,1906,1906,9,5,0,22.1,-70.8,115,4,247.0
1906247N10327,NA,NH,1906,1906,9,14,0,26.6,-64.7,80,1,256.0
1906263N12283,NA,NH,1906,1906,9,26,0,24.7,-86.6,105,3,268.0
1906265N30328,NA,NH,1906,1906,9,23,12,26.9,-37.1,60,0,265.5
1906281N11284,NA,NH,1906,1906,10,10,0,12.1,-83.1,105,3,282.0
1906287N34298,NA,NH,1906,1906,10,15,12,33.2,-69.7,45,0,287.5
1906288N21291,NA,NH,1906,1906,10,18,12,29.3,-66.0,45,0,290.5
1906309N18278,NA,NH,1906,1906,11,7,6,21.7,-80.0,70,1,310.25
1907176N16282,NA,NH,1907,1907,6,29,12,31.8,-80.8,55,0,179.5
1907262N25281,NA,NH,1907,1907,9,20,0,27.5,-85.8,40,0,262.0
1907270N22266,NA,NH,1907,1907,9,28,18,29.6,-86.6,45,0,270.75
1907290N26293,NA,NH,1907,1907,10,17,6,26.3,-67.4,45,0,289.25
1907310N32320,NA,NH,1907,1907,11,8,0,26.9,-41.4,40,0,311.0
1908067N24300,NA,NH,1908,1908,3,7,18,18.8,-62.2,85,2,66.75
1908146N21288,NA,NH,1908,1908,5,28,6,31.2,-78.8,65,1,148.25
1908207N28285,NA,NH,1908,1908,7,30,6,31.4,-78.2,70,1,211.25
1908211N30266,NA,NH,1908,1908,7,30,6,28.1,-91.7,50,0,211.25
1908244N33288,NA,NH,1908,1908,9,1,0,33.8,-76.8,45,0,244.0
1908252N15308,NA,NH,1908,1908,9,13,0,23.2,-75.8,105,3,256.0
1908261N25270,NA,NH,1908,1908,9,18,0,27.4,-93.4,60,0,261.0
1908266N13314,NA,NH,1908,1908,10,1,6,23.9,-77.7,95,2,274.25
1908289N12282,NA,NH,1908,1908,10,17,18,12.6,-83.0,90,2,290.75
1908294N35288,NA,NH,1908,1908,10,19,12,35.0,-72.0,35,-4,292.5
1909166N11278,NA,NH,1909,1909,6,16,0,11.5,-82.5,40,0,166.0
1909177N25276,NA,NH,1909,1909,6,29,12,26.1,-96.5,85,2,179.5
1909178N21288,NA,NH,1909,1909,6,28,12,25.0,-79.3,45,0,178.5
1909195N12300,NA,NH,1909,1909,7,21,12,28.6,-94.5,100,3,201.5
1909218N17281,NA,NH,1909,1909,8,7,12,21.0,-84.3,40,0,218.5
1909232N15305,NA,NH,1909,1909,8,26,18,22.5,-92.5,105,3,237.75
1909234N23274,NA,NH,1909,1909,8,23,12,26.0,-90.5,45,0,234.5
1909240N24287,NA,NH,1909,1909,8,29,0,26.3,-78.5,45,0,240.0
1909257N18289,NA,NH,1909,1909,9,19,6,23.9,-87.4,105,3,261.25
1909267N22277,NA,NH,1909,1909,9,27,12,29.5,-77.0,50,0,269.5
1909280N11284,NA,NH,1909,1909,10,10,0,19.6,-83.8,105,3,282.0
1909313N11279,NA,NH,1909,1909,11,13,12,21.0,-68.5,90,2,316.5
1910235N15298,NA,NH,1910,1910,8,28,0,32.9,-78.0,40,-4,239.0
1910239N27268,NA,NH,1910,1910,8,30,12,26.0,-96.5,40,0,241.5
1910248N17302,NA,NH,1910,1910,9,12,12,24.4,-89.5,95,2,254.5
1910267N28300,NA,NH,1910,1910,9,25,12,32.0,-63.7,85,2,267.5
1910282N11281,NA,NH,1910,1910,10,16,18,22.4,-85.4,130,4,288.75
1911217N31274,NA,NH,1911,1911,8,10,12,36.5,-58.5,50,0,221.5
1911221N26278,NA,NH,1911,1911,8,11,12,29.5,-86.5,70,1,222.5
1911235N25295,NA,NH,1911,1911,8,27,12,31.5,-78.7,85,2,238.5
1911247N12303,NA,NH,1911,1911,9,9,12,12.3,-79.7,85,2,251.5
1911259N34305,NA,NH,1911,1911,9,17,0,34.0,-57.3,55,0,259.0
1911299N23285,NA,NH,1911,1911,10,27,12,22.0,-84.0,45,0,299.5
1912160N28272,NA,NH,1912,1912,6,9,12,26.5,-89.0,60,0,160.5
1912195N25286,NA,NH,1912,1912,7,15,12,31.3,-80.7,45,0,196.5
1912246N38288,NA,NH,1912,1912,9,3,0,37.6,-72.5,45,0,246.0
1912255N29276,NA,NH,1912,1912,9,13,0,28.6,-86.7,80,1,256.0
1912278N29272,NA,NH,1912,1912,10,6,18,32.2,-74.3,80,1,279.75
1912286N18279,NA,NH,1912,1912,10,15,12,23.8,-94.1,85,2,288.5
1912316N11280,NA,NH,1912,1912,11,17,0,16.5,-79.8,100,3,321.0
1913172N11280,NA,NH,1913,1913,6,27,6,25.2,-93.3,65,1,177.25
1913227N32292,NA,NH,1913,1913,8,15,12,36.0,-59.0,40,0,226.5
1913239N13339,NA,NH,1913,1913,9,8,6,31.0,-47.4,60,0,250.25
1913243N29288,NA,NH,1913,1913,9,2,0,32.9,-74.3,75,1,244.0
1913276N41289,NA,NH,1913,1913,10,8,6,32.8,-78.2,65,1,280.25
1913301N18274,NA,NH,1913,1913,10,29,0,21.5,-85.1,65,1,301.0
1914258N25284,NA,NH,1914,1914,9,17,0,29.8,-80.1,60,0,259.0
1915212N27284,NA,NH,1915,1915,8,1,12,28.4,-80.3,65,1,212.5
1915218N14334,NA,NH,1915,1915,8,14,12,21.0,-83.4,125,4,225.5
1915240N18316,NA,NH,1915,1915,9,2,6,31.8,-62.0,105,3,244.25
1915244N15281,NA,NH,1915,1915,9,2,18,21.1,-82.1,85,2,244.75
1915263N26297,NA,NH,1915,1915,9,22,6,37.4,-48.5,50,0,264.25
1915265N12299,NA,NH,1915,1915,9,25,12,15.3,-76.5,125,4,267.5
1916135N21280,NA,NH,1916,1916,5,17,12,41.0,-72.5,50,-4,137.5
1916181N13281,NA,NH,1916,1916,7,5,18,29.9,-88.0,105,3,186.75
1916192N12308,NA,NH,1916,1916,7,16,12,23.8,-69.5,90,2,197.5
1916193N26289,NA,NH,1916,1916,7,13,18,31.3,-78.9,100,3,194.75
1916218N24266,NA,NH,1916,1916,8,6,0,24.6,-97.1,50,0,218.0
1916225N13305,NA,NH,1916,1916,8,18,0,23.7,-91.2,115,4,230.0
1916234N16300,NA,NH,1916,1916,8,22,6,17.8,-65.2,95,2,234.25
1916240N14312,NA,NH,1916,1916,8,28,6,15.1,-55.2,70,1,240.25
1916249N24285,NA,NH,1916,1916,9,5,12,30.5,-78.5,45,0,248.5
1916258N20304,NA,NH,1916,1916,9,18,12,33.7,-55.9,75,1,261.5
1916262N13315,NA,NH,1916,1916,9,22,12,25.8,-67.5,105,3,265.5
1916276N27285,NA,NH,1916,1916,10,3,12,30.0,-76.5,50,0,276.5
1916280N12301,NA,NH,1916,1916,10,12,12,27.9,-62.5,105,3,285.5
1916283N19284,NA,NH,1916,1916,10,14,6,16.7,-82.7,95,2,287.25
1916316N12285,NA,NH,1916,1916,11,14,6,19.3,-85.9,60,0,318.25
1917188N12301,NA,NH,1917,1917,7,8,12,14.0,-70.0,45,0,188.5
1917218N32293,NA,NH,1917,1917,8,10,6,38.0,-71.8,60,0,221.25
1917242N16316,NA,NH,1917,1917,9,4,6,29.6,-63.6,105,3,246.25
1917263N13303,NA,NH,1917,1917,9,25,12,21.8,-82.5,130,4,267.5
1918213N13302,NA,NH,1918,1918,8,6,12,28.5,-92.3,105,3,217.5
1918234N12303,NA,NH,1918,1918,8,25,12,15.6,-83.0,90,2,236.5
1918235N28287,NA,NH,1918,1918,8,24,18,34.4,-77.0,65,1,235.75
1918244N35309,NA,NH,1918,1918,9,4,0,38.3,-49.0,60,0,246.0
1918245N25303,NA,NH,1918,1918,9,5,6,32.8,-65.8,95,2,247.25
1918252N14300,NA,NH,1918,1918,9,11,6,16.6,-68.7,40,0,253.25
1919183N25276,NA,NH,1919,1919,7,3,18,28.3,-86.6,55,0,183.75
1919245N33287,NA,NH,1919,1919,9,3,12,39.0,-66.0,85,2,245.5
1919246N16299,NA,NH,1919,1919,9,10,0,24.3,-82.1,130,4,252.0
1919272N28285,NA,NH,1919,1919,9,30,6,30.0,-78.2,40,0,272.25
1919314N32302,NA,NH,1919,1919,11,12,0,26.3,-63.8,60,0,315.0
1920251N11323,NA,NH,1920,1920,9,12,6,27.8,-52.3,95,2,255.25
1920260N12284,NA,NH,1920,1920,9,22,0,28.9,-90.7,85,2,265.0
1920263N30283,NA,NH,1920,1920,9,22,18,31.8,-76.9,75,1,265.75
1920268N33303,NA,NH,1920,1920,9,24,12,33.5,-56.5,40,0,267.5
1920269N25277,NA,NH,1920,1920,9,29,18,26.4,-88.3,75,1,272.75
1921167N17278,NA,NH,1921,1921,6,22,6,27.0,-95.7,80,1,172.25
1921248N21265,NA,NH,1921,1921,9,7,0,22.4,-97.6,70,1,249.0
1921249N10320,NA,NH,1921,1921,9,11,0,17.6,-68.3,110,3,253.0
1921251N23297,NA,NH,1921,1921,9,12,6,30.5,-63.8,80,1,254.25
1921289N24276,NA,NH,1921,1921,10,21,0,41.2,-33.0,70,-4,293.0
1921293N13280,NA,NH,1921,1921,10,23,18,20.9,-85.4,120,4,295.75
1921323N21295,NA,NH,1921,1921,11,21,12,23.0,-74.5,50,0,324.5
1922164N15278,NA,NH,1922,1922,6,15,18,23.0,-96.7,45,0,165.75
1922256N10313,NA,NH,1922,1922,9,17,12,20.6,-66.8,105,3,259.5
1922261N29281,NA,NH,1922,1922,9,20,18,30.8,-76.5,70,1,262.75
1922284N12285,NA,NH,1922,1922,10,18,0,20.7,-85.9,95,2,290.0
1922285N17276,NA,NH,1922,1922,10,15,0,25.3,-84.0,45,0,287.0
1923174N20265,NA,NH,1923,1923,6,28,6,32.2,-75.0,50,0,178.25
1923244N29287,NA,NH,1923,1923,9,7,6,37.0,-58.0,90,2,249.25
1923250N12341,NA,NH,1923,1923,9,8,12,16.0,-21.5,45,0,250.5
1923253N27287,NA,NH,1923,1923,9,12,12,37.0,-64.5,70,1,254.5
1923268N21287,NA,NH,1923,1923,9,29,6,31.2,-73.3,105,3,271.25
1923285N10267,NA,NH,1923,1923,10,16,0,27.2,-91.0,70,1,288.0
1923288N22296,NA,NH,1923,1923,10,16,18,29.3,-61.0,55,0,288.75
1923290N20265,NA,NH,1923,1923,10,17,18,26.5,-88.9,50,0,289.75
1923297N19300,NA,NH,1923,1923,10,26,0,24.7,-63.0,40,0,298.0
1924170N18275,NA,NH,1924,1924,6,18,6,17.8,-86.6,40,0,169.25
1924210N29282,NA,NH,1924,1924,7,29,18,37.2,-71.4,55,0,210.75
1924229N11305,NA,NH,1924,1924,8,23,6,28.2,-75.7,105,3,235.25
1924239N14312,NA,NH,1924,1924,8,28,6,16.6,-61.8,95,2,240.25
1924257N24276,NA,NH,1924,1924,9,15,12,29.6,-85.5,75,1,258.5
1924264N16337,NA,NH,1924,1924,9,20,18,16.1,-23.2,40,0,263.75
1924268N11338,NA,NH,1924,1924,10,5,0,44.2,-44.7,50,-4,278.0
1924271N17274,NA,NH,1924,1924,9,30,18,38.0,-75.5,65,-4,273.75
1924286N26272,NA,NH,1924,1924,10,12,12,26.7,-89.0,50,0,285.5
1924288N16277,NA,NH,1924,1924,10,19,12,21.3,-84.7,145,5,292.5
1924311N13280,NA,NH,1924,1924,11,10,18,22.6,-74.7,70,1,314.75
1925230N29285,NA,NH,1925,1925,8,20,6,35.2,-65.1,70,1,231.25
1925238N30282,NA,NH,1925,1925,8,26,6,31.8,-77.0,35,0,237.25
1925249N22267,NA,NH,1925,1925,9,6,18,24.3,-96.2,45,0,248.75
1925331N20274,NA,NH,1925,1925,12,2,0,31.0,-78.7,80,-4,335.0
1926203N13304,NA,NH,1926,1926,7,26,0,23.7,-75.3,120,4,206.0
1926211N16314,NA,NH,1926,1926,8,5,6,28.1,-62.6,105,3,216.25
1926233N13285,NA,NH,1926,1926,8,25,0,26.8,-90.8,100,3,236.0
1926244N14319,NA,NH,1926,1926,9,12,12,29.5,-67.5,115,4,254.5
1926253N26306,NA,NH,1926,1926,9,12,6,30.3,-55.3,90,2,254.25
1926254N17278,NA,NH,1926,1926,9,15,0,22.9,-79.0,35,0,257.0
1926255N15314,NA,NH,1926,1926,9,16,18,21.3,-69.3,130,4,258.75
1926265N29311,NA,NH,1926,1926,9,24,12,32.0,-39.2,90,2,266.5
1926276N15281,NA,NH,1926,1926,10,3,6,14.5,-79.4,35,0,275.25
1926287N12279,NA,NH,1926,1926,10,20,12,22.3,-82.7,130,4,292.5
1926316N11281,NA,NH,1926,1926,11,13,0,12.1,-80.2,35,0,316.0
1927231N14320,NA,NH,1927,1927,8,21,18,21.4,-61.1,110,3,232.75
1927245N17340,NA,NH,1927,1927,9,9,12,26.0,-56.0,80,1,251.5
1927266N10324,NA,NH,1927,1927,9,28,12,27.5,-47.5,70,1,270.5
1927266N19311,NA,NH,1927,1927,9,26,12,32.0,-60.8,95,2,268.5
1927274N23291,NA,NH,1927,1927,10,2,18,29.0,-77.8,50,0,274.75
1927289N17273,NA,NH,1927,1927,10,17,0,17.2,-84.4,40,0,289.0
1927304N20280,NA,NH,1927,1927,10,31,6,21.0,-79.6,40,0,303.25
1927323N21310,NA,NH,1927,1927,11,20,6,28.4,-54.0,50,0,323.25
1928216N19296,NA,NH,1928,1928,8,7,6,25.8,-78.8,90,2,219.25
1928221N12300,NA,NH,1928,1928,8,10,12,17.3,-72.0,80,1,222.5
1928246N17287,NA,NH,1928,1928,9,4,0,18.5,-83.8,50,0,247.0
1928250N14343,NA,NH,1928,1928,9,13,12,17.5,-64.8,140,5,256.5
1928253N18312,NA,NH,1928,1928,9,10,0,27.0,-54.0,60,0,253.0
1928284N17324,NA,NH,1928,1928,10,14,0,32.2,-45.2,80,1,287.0
1929178N21267,NA,NH,1929,1929,6,28,18,27.8,-96.0,80,1,178.75
1929262N23296,NA,NH,1929,1929,9,25,18,25.6,-76.6,135,4,267.75
1929268N32294,NA,NH,1929,1929,9,26,6,34.7,-68.8,50,0,268.25
1929288N32323,NA,NH,1929,1929,10,15,12,31.2,-39.0,60,0,287.5
1929293N27309,NA,NH,1929,1929,10,21,18,34.7,-45.6,70,1,293.75
1930234N21306,NA,NH,1930,1930,8,25,18,27.1,-63.5,110,3,236.75
1930241N13317,NA,NH,1930,1930,9,3,18,18.4,-70.0,135,4,245.75
1930292N20265,NA,NH,1930,1930,10,19,6,20.1,-94.7,60,0,291.25
1931176N18273,NA,NH,1931,1931,6,25,6,19.8,-86.9,45,0,175.25
1931192N16278,NA,NH,1931,1931,7,14,18,26.0,-90.7,60,0,194.75
1931223N14299,NA,NH,1931,1931,8,12,18,16.0,-72.1,50,0,223.75
1931228N14301,NA,NH,1931,1931,8,17,6,17.7,-63.8,35,0,228.25
1931244N19299,NA,NH,1931,1931,9,3,12,19.5,-69.4,40,0,245.5
1931250N12297,NA,NH,1931,1931,9,10,18,17.4,-87.8,115,4,252.75
1931252N15307,NA,NH,1931,1931,9,16,6,19.1,-95.3,85,2,258.25
1931266N19308,NA,NH,1931,1931,9,28,0,35.3,-52.2,65,1,270.0
1931287N25284,NA,NH,1931,1931,10,15,18,29.1,-76.1,40,0,287.75
1931292N17275,NA,NH,1931,1931,10,21,18,28.5,-62.3,55,-4,293.75
1931306N18277,NA,NH,1931,1931,11,2,18,18.2,-84.5,50,0,305.75
1931316N12281,NA,NH,1931,1931,11,14,12,15.0,-82.0,45,0,317.5
1931326N22296,NA,NH,1931,1931,11,24,6,28.0,-72.3,55,0,327.25
1932127N15285,NA,NH,1932,1932,5,8,12,24.8,-67.3,55,0,128.5
1932225N22270,NA,NH,1932,1932,8,14,0,28.6,-94.6,125,4,226.0
1932240N21291,NA,NH,1932,1932,9,1,0,29.5,-87.4,75,1,244.0
1932244N19296,NA,NH,1932,1932,9,5,18,26.0,-77.0,140,5,248.75
1932248N37313,NA,NH,1932,1932,9,5,6,37.5,-51.4,60,0,248.25
1932253N19267,NA,NH,1932,1932,9,17,0,39.5,-71.0,65,-4,260.0
1932260N30318,NA,NH,1932,1932,9,21,0,40.3,-57.6,55,0,264.0
1932262N21265,NA,NH,1932,1932,9,19,6,26.5,-92.8,55,0,262.25
1932269N17303,NA,NH,1932,1932,9,27,0,18.0,-65.0,125,4,270.0
1932272N36311,NA,NH,1932,1932,9,28,12,35.0,-49.5,40,0,271.5
1932281N16278,NA,NH,1932,1932,10,9,18,17.9,-87.2,60,0,282.75
1932282N24303,NA,NH,1932,1932,10,10,18,32.4,-63.2,50,0,283.75
1932292N26318,NA,NH,1932,1932,10,19,6,34.0,-43.4,60,0,292.25
1932304N15305,NA,NH,1932,1932,11,6,0,14.2,-78.9,150,5,310.0
1932308N14312,NA,NH,1932,1932,11,8,0,28.7,-47.6,85,2,312.0
1933135N13278,NA,NH,1933,1933,5,16,0,22.2,-87.3,45,0,135.0
1933176N09318,NA,NH,1933,1933,7,5,6,25.5,-90.3,95,2,185.25
1933195N15300,NA,NH,1933,1933,7,18,0,17.7,-84.5,45,0,198.0
1933206N14306,NA,NH,1933,1933,8,4,18,25.8,-96.2,80,1,215.75
1933206N31303,NA,NH,1933,1933,7,25,12,32.0,-53.5,50,0,205.5
1933226N12339,NA,NH,1933,1933,8,19,6,25.4,-57.8,120,4,230.25
1933226N14295,NA,NH,1933,1933,8,18,12,23.0,-84.5,40,0,229.5
1933234N13335,NA,NH,1933,1933,8,31,0,22.2,-72.1,140,5,242.0
1933236N21297,NA,NH,1933,1933,8,28,18,34.4,-65.8,55,0,239.75
1933239N19268,NA,NH,1933,1933,8,28,18,21.7,-94.8,35,0,239.75
1933243N18304,NA,NH,1933,1933,9,3,12,25.4,-76.8,120,4,245.5
1933251N15303,NA,NH,1933,1933,9,12,0,23.3,-61.6,120,4,254.0
1933254N17272,NA,NH,1933,1933,9,15,12,22.3,-97.5,95,2,257.5
1933259N11302,NA,NH,1933,1933,9,21,0,18.4,-82.8,140,5,263.0
1933268N29325,NA,NH,1933,1933,9,26,0,37.4,-37.0,65,1,268.0
1933274N15279,NA,NH,1933,1933,10,6,0,27.2,-76.3,110,3,278.0
1933274N20290,NA,NH,1933,1933,10,2,12,23.0,-72.0,40,0,274.5
1933298N13280,NA,NH,1933,1933,10,29,12,17.8,-77.7,80,1,301.5
1933299N28285,NA,NH,1933,1933,10,29,0,41.2,-64.4,70,-4,301.0
1933320N11280,NA,NH,1933,1933,11,16,12,12.1,-82.7,50,0,319.5
1934156N17273,NA,NH,1934,1934,6,14,18,23.7,-91.8,85,2,164.75
1934193N31281,NA,NH,1934,1934,7,15,6,37.4,-63.3,80,1,195.25
1934203N32281,NA,NH,1934,1934,7,25,12,28.0,-95.7,75,1,205.5
1934233N13302,NA,NH,1934,1934,8,20,18,13.5,-57.7,35,0,231.75
1934238N27271,NA,NH,1934,1934,8,27,12,29.2,-93.7,70,1,238.5
1934244N29288,NA,NH,1934,1934,9,2,6,31.1,-73.0,45,0,244.25
1934248N24286,NA,NH,1934,1934,9,7,18,30.1,-77.2,90,2,249.75
1934260N13303,NA,NH,1934,1934,9,17,18,16.1,-60.7,45,0,259.75
1934261N14338,NA,NH,1934,1934,9,24,0,36.5,-40.3,50,0,266.0
1934275N21276,NA,NH,1934,1934,10,5,6,27.7,-88.3,50,0,277.25
1934275N26322,NA,NH,1934,1934,10,2,18,29.9,-44.6,85,2,274.75
1934293N15283,NA,NH,1934,1934,10,20,6,16.7,-76.0,40,0,292.25
1934324N23299,NA,NH,1934,1934,11,23,18,26.6,-66.5,100,3,326.75
1935135N17292,NA,NH,1935,1935,5,17,18,25.6,-65.8,50,0,136.75
1935228N11304,NA,NH,1935,1935,8,21,6,26.2,-67.8,115,4,232.25
1935241N23291,NA,NH,1935,1935,9,3,0,24.6,-80.5,160,5,245.0
1935242N20274,NA,NH,1935,1935,9,1,6,19.0,-93.9,50,0,243.25
1935266N15285,NA,NH,1935,1935,9,29,0,25.2,-79.6,120,4,271.0
1935292N13279,NA,NH,1935,1935,10,22,12,19.7,-76.1,75,1,294.5
1935303N32299,NA,NH,1935,1935,11,3,6,29.4,-76.1,90,2,306.25
1935307N34299,NA,NH,1935,1935,11,4,6,36.7,-56.0,40,0,307.25
1936164N18273,NA,NH,1936,1936,6,12,12,19.7,-86.4,40,0,163.5
1936171N22270,NA,NH,1936,1936,6,20,0,23.8,-91.4,45,0,171.0
1936179N26265,NA,NH,1936,1936,6,27,12,27.5,-96.6,70,1,178.5
1936208N23276,NA,NH,1936,1936,7,27,6,27.2,-89.7,40,0,208.25
1936209N24286,NA,NH,1936,1936,7,31,12,30.1,-86.5,90,2,212.5
1936217N19300,NA,NH,1936,1936,8,10,18,43.3,-58.6,45,-4,222.75
1936221N27272,NA,NH,1936,1936,8,9,12,28.4,-91.4,35,0,221.5
1936228N21273,NA,NH,1936,1936,8,16,18,24.3,-91.0,65,1,228.75
1936233N26284,NA,NH,1936,1936,8,21,18,28.5,-79.9,50,0,233.75
1936239N13335,NA,NH,1936,1936,9,1,18,27.2,-57.7,95,2,244.75
1936241N18274,NA,NH,1936,1936,8,30,0,21.6,-95.1,70,1,242.0
1936251N21302,NA,NH,1936,1936,9,7,6,20.8,-57.8,35,0,250.25
1936252N13312,NA,NH,1936,1936,9,15,18,26.8,-64.9,105,3,258.75
1936254N19266,NA,NH,1936,1936,9,12,12,22.4,-94.6,45,0,255.5
1936263N19300,NA,NH,1936,1936,9,21,18,27.0,-70.3,90,2,264.75
1936284N20269,NA,NH,1936,1936,10,9,18,20.3,-91.3,35,0,282.75
1936338N27333,NA,NH,1936,1936,12,6,12,33.9,-36.4,55,0,340.5
1937210N27274,NA,NH,1937,1937,7,31,18,36.0,-74.4,60,0,211.75
1937215N23285,NA,NH,1937,1937,8,7,0,37.1,-72.2,55,0,218.0
1937237N18299,NA,NH,1937,1937,8,30,12,29.0,-80.5,60,0,241.5
1937252N18306,NA,NH,1937,1937,9,12,6,27.4,-60.0,85,2,254.25
1937253N31295,NA,NH,1937,1937,9,11,18,38.4,-70.7,60,0,253.75
1937256N17304,NA,NH,1937,1937,9,15,6,20.7,-57.7,110,3,257.25
1937260N23266,NA,NH,1937,1937,9,18,12,26.6,-91.3,50,0,260.5
1937263N15317,NA,NH,1937,1937,9,23,6,24.8,-53.5,85,2,265.25
1937269N23281,NA,NH,1937,1937,10,1,18,54.3,-39.5,65,-4,273.75
1937275N25272,NA,NH,1937,1937,10,2,6,24.9,-88.6,40,0,274.25
1937292N35315,NA,NH,1937,1937,10,19,6,37.5,-50.4,70,1,291.25
1938002N32319,NA,NH,1938,1938,1,4,18,24.3,-39.2,70,1,3.75
1938220N18298,NA,NH,1938,1938,8,8,6,17.5,-62.3,60,0,219.25
1938222N11301,NA,NH,1938,1938,8,12,12,19.1,-81.7,85,2,223.5
1938235N14286,NA,NH,1938,1938,8,25,18,19.6,-85.9,105,3,236.75
1938253N13314,NA,NH,1938,1938,9,13,0,20.9,-62.0,35,0,255.0
1938253N13341,NA,NH,1938,1938,9,19,18,24.8,-71.1,140,5,261.75
1938284N16273,NA,NH,1938,1938,10,14,6,25.0,-86.0,50,0,286.25
1938290N32296,NA,NH,1938,1938,10,19,0,27.6,-72.0,35,0,291.0
1938311N20288,NA,NH,1938,1938,11,7,12,21.3,-73.3,60,0,310.5
1939163N18272,NA,NH,1939,1939,6,13,6,21.9,-85.8,55,0,163.25
1939220N19296,NA,NH,1939,1939,8,11,12,26.2,-78.3,65,1,222.5
