sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,occurtime
1978151N15260,EP,NH,1978,1978,5,31,0,16.2,-101.0,40,150.0
1978168N11242,EP,NH,1978,1978,6,17,12,12.4,-120.76,75,167.5
1978168N14254,EP,NH,1978,1978,6,20,6,11.84,-115.37,75,170.25
1978173N25274,NA,NH,1978,1978,6,21,18,25.6,-85.8,30,171.75
1978178N14260,EP,NH,1978,1978,6,28,12,16.58,-107.7,65,178.5
1978181N14235,EP,NH,1978,1978,7,2,0,12.6,-132.64,55,182.0
1978188N15248,EP,NH,1978,1978,7,9,0,18.0,-119.2,65,189.0
1978190N11254,EP,NH,1978,1978,7,15,18,15.6,-128.36,125,195.75
1978192N15333,NA,NH,1978,1978,7,10,0,15.5,-29.7,25,190.0
1978194N11261,EP,NH,1978,1978,7,16,12,14.96,-112.9,95,196.5
1978203N13260,EP,NH,1978,1978,7,24,18,16.03,-108.85,145,204.75
1978212N26263,NA,NH,1978,1978,7,31,0,26.4,-97.4,30,211.0
1978218N25270,NA,NH,1978,1978,8,8,0,21.1,-96.8,60,219.0
1978220N13308,NA,NH,1978,1978,8,8,18,13.0,-62.5,45,219.75
1978220N13325,NA,NH,1978,1978,8,9,0,13.85,-44.85,65,220.0
1978222N27270,NA,NH,1978,1978,8,10,0,27.6,-89.9,35,221.0
1978223N18252,EP,NH,1978,1978,8,12,18,19.4,-113.78,55,223.75
1978230N12239,EP,NH,1978,1978,8,21,12,13.75,-129.84,105,232.5
1978231N13224,EP,NH,1978,1978,8,20,12,14.5,-142.23,80,231.5
1978231N14251,EP,NH,1978,1978,8,21,6,17.34,-116.93,130,232.25
1978236N11245,EP,NH,1978,1978,8,28,0,13.02,-140.0,70,239.0
1978239N23272,NA,NH,1978,1978,8,27,0,24.4,-90.4,35,238.0
1978242N26300,NA,NH,1978,1978,9,2,0,31.15,-72.76,110,244.0
1978243N13262,EP,NH,1978,1978,9,2,0,16.85,-107.27,125,244.0
1978243N28269,NA,NH,1978,1978,8,30,0,27.8,-91.0,25,241.0
1978247N12321,NA,NH,1978,1978,9,13,0,31.85,-42.84,100,255.0
1978247N14344,NA,NH,1978,1978,9,5,0,13.4,-23.7,50,247.0
1978251N12261,EP,NH,1978,1978,9,8,12,12.8,-100.2,35,250.5
1978252N23266,NA,NH,1978,1978,9,10,0,23.7,-97.0,55,252.0
1978255N30280,NA,NH,1978,1978,9,16,0,31.0,-60.3,40,258.0
1978257N11298,NA,NH,1978,1978,9,18,6,15.85,-84.35,140,260.25
1978262N13344,NA,NH,1978,1978,9,21,12,13.0,-32.0,65,263.5
1978263N16267,EP,NH,1978,1978,9,21,18,14.07,-95.35,80,263.75
1978265N20269,NA,NH,1978,1978,9,22,0,20.5,-93.0,35,264.0
1978266N14260,EP,NH,1978,1978,9,24,12,17.5,-106.0,50,266.5
1978276N14257,EP,NH,1978,1978,10,4,18,19.01,-109.21,70,276.75
1978276N32329,NA,NH,1978,1978,10,4,12,35.1,-31.5,50,276.5
1978281N18304,NA,NH,1978,1978,10,11,0,26.2,-70.9,60,283.0
1978292N16252,EP,NH,1978,1978,10,20,0,20.6,-113.1,35,292.0
1978300N08334,NA,NH,1978,1978,10,26,18,8.0,-27.0,30,298.75
1978302N24287,NA,NH,1978,1978,10,30,12,28.9,-72.6,45,302.5
1978308N30285,NA,NH,1978,1978,11,3,18,30.9,-74.7,30,306.75
1978330N09148,WP,NH,1978,1978,11,30,0,29.15,157.55,45,333.0
1978347N10127,WP,NH,1978,1978,12,16,6,11.8,116.7,55,349.25
1978347S20041,SI,SH,1979,1979,1,2,0,-29.93,72.75,25,185.0
1978354S10088,SI,SH,1979,1978,12,22,18,-11.29,86.22,60,174.75
1978359S04172,SP,SH,1979,1978,12,26,0,-6.95,174.24,65,178.0
1978361N02180,WP,NH,1979,1979,1,7,12,12.25,155.5,165,6.5
1978363S10136,SP,SH,1979,1978,12,31,6,-14.57,140.49,90,183.25
1979002S04179,SP,SH,1979,1979,1,6,12,-14.61,166.52,105,189.5
1979002S16147,SP,SH,1979,1979,1,2,0,-16.25,147.13,30,185.0
1979008S14137,SP,SH,1979,1979,1,10,0,-12.91,141.48,50,193.0
1979027S15167,SP,SH,1979,1979,2,1,0,-16.6,170.08,55,215.0
1979031S12056,SI,SH,1979,1979,2,10,0,-25.15,71.59,60,224.0
1979033S18151,SP,SH,1979,1979,2,4,0,-15.85,166.15,65,218.0
1979042S05170,SP,SH,1979,1979,2,20,18,-18.41,154.38,130,234.75
1979043S11161,SP,SH,1979,1979,2,26,0,-15.02,136.78,95,240.0
1979051S16187,SP,SH,1979,1979,2,22,6,-23.13,-169.88,55,236.25
1979066S15124,SI,SH,1979,1979,3,13,12,-24.97,112.5,75,255.5
1979067S19150,SP,SH,1979,1979,3,7,0,-19.0,149.5,30,249.0
1979075S13092,SI,SH,1979,1979,3,18,12,-17.87,87.15,55,260.5
1979077N07150,WP,NH,1979,1979,3,23,0,15.93,134.93,120,81.0
1979083S15184,SP,SH,1979,1979,3,27,6,-18.47,179.59,150,269.25
1979090S12168,SP,SH,1979,1979,4,2,6,-22.31,175.56,50,275.25
1979093S08156,SP,SH,1979,1979,4,8,6,-11.25,142.99,55,281.25
1979094S10073,SI,SH,1979,1979,4,7,12,-13.06,70.43,125,280.5
1979094S15429,SI,SH,1979,1979,4,11,0,-15.98,70.96,60,284.0
1979096S11074,SI,SH,1979,1979,4,7,6,-12.1,71.54,65,280.25
1979097S07091,SI,SH,1979,1979,4,9,0,-13.44,93.58,60,282.0
1979098N02144,WP,NH,1979,1979,4,17,6,13.23,122.17,95,106.25
1979100S15069,SI,SH,1979,1979,4,11,18,-16.25,73.44,60,284.75
1979103S21081,SI,SH,1979,1979,4,13,18,-21.5,83.3,35,286.75
1979118S06094,SI,SH,1979,1979,5,4,6,-6.18,86.62,65,307.25
1979122S04095,SI,SH,1979,1979,5,7,6,-8.56,81.74,55,310.25
1979126N04148,WP,NH,1979,1979,5,13,0,12.08,119.6,55,132.0
1979126N07090,NI,NH,1979,1979,5,10,12,12.1,84.0,130,129.5
1979137N19116,WP,NH,1979,1979,5,23,0,22.15,125.43,55,142.0
1979137N19117,WP,NH,1979,1979,5,18,12,16.8,118.1,50,137.5
1979152N11265,EP,NH,1979,1979,6,4,0,17.1,-101.5,90,154.0
1979152N13253,EP,NH,1979,1979,6,1,0,14.0,-108.0,30,151.0
1979163N17279,NA,NH,1979,1979,6,14,0,22.9,-79.0,45,164.0
1979167N13071,NI,NH,1979,1979,6,16,6,13.99,70.28,30,166.25
1979168N13116,WP,NH,1979,1979,6,18,6,14.6,112.5,40,168.25
1979171N10315,NA,NH,1979,1979,6,23,0,14.1,-59.8,40,173.0
1979172N10257,EP,NH,1979,1979,6,23,0,10.0,-111.1,65,173.0
1979174N07143,WP,NH,1979,1979,7,3,12,17.95,122.86,110,183.5
1979179N10139,WP,NH,1979,1979,6,29,12,13.55,135.19,45,179.5
1979180N03155,WP,NH,1979,1979,7,1,6,5.77,150.08,55,181.25
1979180N11134,WP,NH,1979,1979,6,29,12,11.5,132.5,35,179.5
1979190N20290,NA,NH,1979,1979,7,9,18,23.9,-71.0,35,189.75
1979191N22264,NA,NH,1979,1979,7,11,12,29.25,-90.66,55,191.5
1979192N30280,NA,NH,1979,1979,7,11,6,32.0,-75.9,45,191.25
1979196N17257,EP,NH,1979,1979,7,15,18,18.28,-108.5,60,195.75
1979197N13314,NA,NH,1979,1979,7,21,0,20.45,-79.92,45,201.0
1979197N20252,EP,NH,1979,1979,7,16,12,21.27,-110.0,30,196.5
1979198N11256,EP,NH,1979,1979,7,20,18,15.97,-118.16,110,200.75
1979204N19143,WP,NH,1979,1979,7,24,0,22.69,135.04,45,204.0
1979205N10148,WP,NH,1979,1979,7,31,12,19.55,126.36,140,211.5
1979205N17325,NA,NH,1979,1979,7,24,12,18.2,-42.1,35,204.5
1979206N19132,WP,NH,1979,1979,7,28,12,22.25,120.05,70,208.5
1979213N17306,NA,NH,1979,1979,8,3,0,28.0,-67.5,40,214.0
1979214N12136,WP,NH,1979,1979,8,3,18,14.48,130.48,50,214.75
1979216N15111,WP,NH,1979,1979,8,10,12,20.0,106.3,55,221.5
1979218N16149,WP,NH,1979,1979,8,7,6,22.5,145.5,55,218.25
1979219N15138,WP,NH,1979,1979,8,16,6,30.62,123.53,90,227.25
1979220N18113,WP,NH,1979,1979,8,8,18,17.08,112.21,35,219.75
1979224N32143,WP,NH,1979,1979,8,15,0,34.0,144.8,40,226.0
1979228N11151,WP,NH,1979,1979,8,19,18,20.43,134.28,100,230.75
1979228N12169,WP,NH,1979,1979,8,17,6,12.97,167.34,40,228.25
1979229N14169,WP,NH,1979,1979,8,19,6,19.2,164.2,55,230.25
1979230N11246,EP,NH,1979,1979,8,22,6,17.65,-128.36,120,233.25
1979233N14258,EP,NH,1979,1979,8,22,18,16.62,-112.3,105,233.75
1979238N12324,NA,NH,1979,1979,8,31,18,17.95,-69.54,130,242.75
1979238N18266,NA,NH,1979,1979,8,28,0,24.7,-97.1,40,239.0
1979238S08085,SI,SH,1980,1979,8,27,0,-8.4,83.79,55,57.0
1979239N22153,WP,NH,1979,1979,8,27,18,19.6,149.0,40,238.75
1979241N11335,NA,NH,1979,1979,9,12,6,26.35,-86.23,115,254.25
1979242N22143,WP,NH,1979,1979,9,3,6,30.03,130.47,55,245.25
1979242N26271,NA,NH,1979,1979,8,30,18,26.8,-91.8,45,241.75
1979243N19154,WP,NH,1979,1979,9,6,0,27.32,146.54,95,248.0
1979245N20338,NA,NH,1979,1979,9,1,0,19.9,-22.0,25,243.0
1979247N15265,EP,NH,1979,1979,9,4,12,15.1,-96.1,30,246.5
1979248N16339,NA,NH,1979,1979,9,14,0,37.05,-41.19,100,256.0
1979252N16259,EP,NH,1979,1979,9,10,0,18.3,-106.8,70,252.0
1979254N10140,WP,NH,1979,1979,9,16,6,13.74,127.93,60,258.25
1979258N10120,WP,NH,1979,1979,9,19,6,18.72,111.38,60,261.25
1979258N20273,NA,NH,1979,1979,9,17,12,19.95,-94.14,65,259.5
1979259N11078,NI,NH,1979,1979,9,20,12,15.94,70.64,55,262.5
1979260N16312,NA,NH,1979,1979,9,20,0,32.1,-51.2,40,262.0
1979262N15149,WP,NH,1979,1979,9,26,6,23.46,128.97,125,268.25
1979264N10087,NI,NH,1979,1979,9,22,0,13.8,84.8,55,264.0
1979266N18150,WP,NH,1979,1979,9,23,12,18.3,147.6,35,265.5
1979269N19133,WP,NH,1979,1979,9,26,18,20.38,127.46,40,268.75
1979271N13113,WP,NH,1979,1979,10,10,6,11.58,116.29,130,282.25
1979273N11145,WP,NH,1979,1979,10,4,6,21.21,135.25,55,276.25
1979275N06159,WP,NH,1979,1979,10,12,0,16.25,138.32,165,284.0
1979277N13256,EP,NH,1979,1979,10,5,12,15.05,-111.23,75,277.5
1979286N17273,NA,NH,1979,1979,10,15,12,19.45,-80.99,45,287.5
1979290N11112,WP,NH,1979,1979,10,20,18,13.0,116.5,35,292.75
1979297N12265,EP,NH,1979,1979,10,27,6,16.25,-105.75,155,299.25
1979297N29294,NA,NH,1979,1979,10,24,0,33.0,-64.8,35,296.0
1979298N12283,NA,NH,1979,1979,10,29,0,15.0,-83.2,40,301.0
1979300N04166,WP,NH,1979,1979,11,4,6,10.91,131.17,145,307.25
1979300N06095,NI,NH,1979,1979,10,31,12,13.0,83.0,60,303.5
1979311N10142,WP,NH,1979,1979,11,8,0,14.72,135.4,55,311.0
1979312N25304,NA,NH,1979,1979,11,8,0,26.0,-54.5,35,311.0
1979317N10072,NI,NH,1979,1979,11,13,6,10.1,70.92,30,316.25
1979319N09272,EP,NH,1979,1979,11,16,12,9.85,-92.95,60,319.5
1979327N08088,NI,NH,1979,1979,11,24,6,11.2,83.5,40,327.25
1979329S07086,SI,SH,1980,1979,11,28,12,-11.08,76.9,65,150.5
1979333N07169,WP,NH,1979,1979,12,2,18,6.12,159.3,65,335.75
1979333N12153,WP,NH,1979,1979,12,1,6,19.54,151.49,50,334.25
1979344S12170,SP,SH,1980,1979,12,11,0,-15.35,-178.74,65,163.0
1980001S13173,SP,SH,1980,1980,1,3,6,-13.89,174.71,60,186.25
1980003S15137,SP,SH,1980,1980,1,8,0,-26.7,157.0,40,191.0
1980033S12161,SP,SH,1980,1980,2,3,18,-16.34,172.45,50,217.75
1980042S17149,SP,SH,1980,1980,2,13,0,-19.75,158.65,55,227.0
1980052S16155,SP,SH,1980,1980,2,28,0,-28.83,157.92,45,242.0
1980069S12161,SP,SH,1980,1980,3,12,0,-18.59,160.29,65,255.0
1980081S12170,SP,SH,1980,1980,3,22,18,-12.21,174.53,70,265.75
1980085S09170,SP,SH,1980,1980,3,26,6,-12.39,179.04,65,269.25
1980092S15183,SP,SH,1980,1980,4,5,12,-20.1,177.82,65,279.5
1980094N02179,WP,NH,1980,1980,4,4,12,7.16,-178.96,75,94.5
1980094N06181,EP,NH,1980,1980,4,4,18,9.0,-179.99,75,94.75
1980133N07149,WP,NH,1980,1980,5,23,0,49.5,168.0,60,143.0
1980137N04158,WP,NH,1980,1980,5,18,12,6.0,155.1,85,138.5
1980161N09249,EP,NH,1980,1980,6,12,18,14.88,-122.1,160,163.75
1980169N12250,EP,NH,1980,1980,6,17,18,13.67,-112.43,65,168.75
1980177N13259,EP,NH,1980,1980,6,26,12,14.55,-106.53,65,177.5
1980183N13250,EP,NH,1980,1980,7,2,12,13.3,-120.0,65,183.5
1980194N16252,EP,NH,1980,1980,7,13,0,17.2,-112.5,50,194.0
1980197N07154,WP,NH,1980,1980,7,16,0,10.89,146.04,25,197.0
1980199N31284,NA,NH,1980,1980,7,19,6,29.5,-84.7,35,200.25
1980200N13249,EP,NH,1980,1980,7,20,18,17.31,-115.68,45,201.75
1980200N25270,NA,NH,1980,1980,7,19,18,27.4,-94.0,45,200.75
1980201N08155,WP,NH,1980,1980,7,18,0,7.5,155.2,25,199.0
1980204N23287,NA,NH,1980,1980,7,22,12,25.1,-75.4,35,203.5
1980208N23153,WP,NH,1980,1980,8,13,12,54.0,179.0,35,225.5
1980210N17251,EP,NH,1980,1980,7,29,18,19.9,-114.5,50,210.75
1980213N11256,EP,NH,1980,1980,8,2,12,14.19,-113.62,70,214.5
1980214N11330,NA,NH,1980,1980,8,7,0,20.25,-81.85,125,219.0
1980219N15165,WP,NH,1980,1980,8,9,12,15.88,155.93,65,221.5
1980219N15258,EP,NH,1980,1980,8,9,12,20.75,-112.35,105,221.5
1980226N15339,NA,NH,1980,1980,8,14,12,20.0,-30.0,35,226.5
1980227N13325,NA,NH,1980,1980,8,16,0,21.85,-38.43,100,228.0
1980234N36287,NA,NH,1980,1980,8,25,0,38.0,-55.0,50,237.0
1980236N13255,EP,NH,1980,1980,8,25,0,16.65,-113.94,105,237.0
1980238N16328,NA,NH,1980,1980,8,27,6,16.35,-46.64,40,239.25
1980245N16322,NA,NH,1980,1980,9,4,0,21.0,-61.0,45,247.0
1980249N18336,NA,NH,1980,1980,9,10,0,43.0,-39.0,45,253.0
1980249N28269,NA,NH,1980,1980,9,5,6,28.4,-91.8,30,248.25
1980250N13341,NA,NH,1980,1980,9,13,12,18.85,-41.74,105,256.5
1980256N10154,WP,NH,1980,1980,9,23,6,39.4,165.1,30,266.25
1980260N13256,EP,NH,1980,1980,9,18,12,16.85,-111.95,135,261.5
1980265N15283,NA,NH,1980,1980,9,24,6,18.65,-94.56,55,267.25
1980266N16257,EP,NH,1980,1980,9,23,18,17.51,-109.99,45,266.75
1980269N15147,WP,NH,1980,1980,10,2,6,51.0,176.0,40,275.25
1980270N13165,WP,NH,1980,1980,9,29,6,15.33,155.56,75,272.25
1980275N34340,NA,NH,1980,1980,10,10,0,34.95,-40.52,95,283.0
1980277N09157,WP,NH,1980,1980,10,3,0,7.22,154.73,35,276.0
1980282N19162,WP,NH,1980,1980,10,9,18,18.68,157.41,55,282.75
1980285N13252,EP,NH,1980,1980,10,11,12,13.3,-109.5,35,284.5
1980290N16275,NA,NH,1980,1980,10,17,6,16.2,-86.8,30,290.25
1980296N05165,WP,NH,1980,1980,10,25,0,5.28,157.0,55,298.0
1980302N17250,EP,NH,1980,1980,10,29,0,19.35,-107.4,60,302.0
1980313N14277,NA,NH,1980,1980,11,8,12,17.3,-83.9,60,312.5
1980318N13280,NA,NH,1980,1980,11,15,18,21.1,-82.9,45,319.75
1980323N04180,WP,NH,1980,1980,11,21,0,9.55,159.95,60,325.0
1980330N36314,NA,NH,1980,1980,11,25,0,36.0,-46.0,45,329.0
1980332S16214,SP,SH,1981,1980,11,27,12,-16.9,-144.1,35,149.5
1981011S12185,SP,SH,1981,1981,1,12,12,-13.46,177.68,60,195.5
1981022S13155,SP,SH,1981,1981,1,25,12,-15.86,161.76,65,208.5
1981030S17190,SP,SH,1981,1981,1,30,12,-17.55,-170.14,55,213.5
1981039S09178,SP,SH,1981,1981,2,11,0,-15.38,168.38,65,225.0
1981047S18181,SP,SH,1981,1981,2,19,18,-25.44,-158.19,50,233.75
1981051S14181,SP,SH,1981,1981,2,21,18,-17.93,-165.06,60,235.75
1981054S12181,SP,SH,1981,1981,2,24,0,-13.55,-166.04,60,238.0
1981055S19120,SI,SH,1981,1981,2,28,0,-16.94,105.3,90,242.0
1981056S14141,SP,SH,1981,1981,3,5,12,-18.3,161.49,90,247.5
1981060S06176,SP,SH,1981,1981,3,2,12,-10.47,-175.96,65,244.5
1981061S11178,SP,SH,1981,1981,3,2,6,-11.49,-178.7,55,244.25
1981068S19199,SP,SH,1981,1981,3,10,12,-19.85,-153.48,35,252.5
1981069S12135,SI,SH,1981,1981,3,13,0,-13.11,126.79,60,255.0
1981070N03173,WP,NH,1981,1981,3,15,12,17.99,163.97,135,73.5
1981077S13198,SP,SH,1981,1981,3,22,0,-19.7,-154.26,55,264.0
1981086S16183,SP,SH,1981,1981,3,27,6,-16.44,-177.3,35,269.25
1981094S06094,SI,SH,1981,1981,4,10,12,-14.65,88.63,80,283.5
1981097N21299,NA,NH,1981,1981,4,6,18,20.2,-62.1,30,95.75
1981102N04162,WP,NH,1981,1981,4,18,18,13.97,146.61,65,107.75
1981109N15147,WP,NH,1981,1981,4,19,18,17.55,150.76,55,108.75
1981110N11281,NA,NH,1981,1981,4,20,12,13.5,-77.5,45,109.5
1981118N04164,WP,NH,1981,1981,5,1,0,9.2,157.22,60,120.0
1981127N18276,NA,NH,1981,1981,5,7,12,19.0,-80.6,35,126.5
1981142S08091,SI,SH,1981,1981,5,26,6,-12.12,91.71,55,329.25
1981151N11255,EP,NH,1981,1981,6,3,18,14.95,-98.33,75,153.75
1981154N19266,NA,NH,1981,1981,6,3,18,20.9,-95.3,45,153.75
1981158N17119,WP,NH,1981,1981,6,8,0,17.55,117.01,60,158.0
1981166N11135,WP,NH,1981,1981,6,18,0,17.61,128.27,60,168.0
1981169N20268,NA,NH,1981,1981,6,18,12,21.0,-96.0,50,168.5
1981176N08150,WP,NH,1981,1981,7,3,12,17.65,110.31,90,183.5
1981178N05160,WP,NH,1981,1981,7,2,18,12.01,128.22,60,182.75
1981180N11257,EP,NH,1981,1981,6,30,0,13.1,-108.4,65,180.0
1981181N36295,NA,NH,1981,1981,6,30,18,36.2,-73.8,35,180.75
1981183N24281,NA,NH,1981,1981,7,3,18,32.5,-80.5,35,183.75
1981186N13258,EP,NH,1981,1981,7,7,12,19.4,-107.7,55,187.5
1981192N13253,EP,NH,1981,1981,7,14,18,17.36,-121.36,100,194.75
1981195N11138,WP,NH,1981,1981,7,15,6,13.66,136.07,55,195.25
1981198N18253,EP,NH,1981,1981,7,18,12,17.55,-111.25,65,198.5
1981201N26147,WP,NH,1981,1981,7,20,6,27.5,146.4,35,200.25
1981202N24123,WP,NH,1981,1981,7,21,12,24.57,123.23,35,201.5
1981206N23268,NA,NH,1981,1981,7,25,18,24.0,-94.1,35,205.75
1981207N22150,WP,NH,1981,1981,7,26,18,22.39,149.36,50,206.75
1981207S12087,SI,SH,1982,1981,7,26,0,-11.3,86.2,35,25.0
1981212N17142,WP,NH,1981,1981,8,1,18,19.16,144.06,40,212.75
1981212N18142,WP,NH,1981,1981,7,31,18,18.0,141.0,35,211.75
1981214N13113,WP,NH,1981,1981,8,4,18,15.32,115.59,55,215.75
1981214N16133,WP,NH,1981,1981,8,2,18,17.3,134.8,65,213.75
1981215N36292,NA,NH,1981,1981,8,4,18,41.3,-58.4,45,215.75
1981218N20168,WP,NH,1981,1981,8,11,6,33.19,159.66,45,222.25
1981219N11334,NA,NH,1981,1981,8,15,12,21.0,-80.5,65,226.5
1981219N12255,EP,NH,1981,1981,8,11,0,18.75,-132.06,115,222.0
1981225N16249,EP,NH,1981,1981,8,16,6,20.07,-120.42,60,227.25
1981226N16119,WP,NH,1981,1981,8,19,18,19.81,107.37,50,230.75
1981226N17142,WP,NH,1981,1981,8,16,6,23.38,154.08,45,227.25
1981227N18129,WP,NH,1981,1981,8,18,6,23.0,133.16,100,229.25
1981229N13327,NA,NH,1981,1981,8,19,6,13.9,-46.0,35,230.25
1981234N18253,EP,NH,1981,1981,8,23,18,19.64,-110.35,65,234.75
1981237N16148,WP,NH,1981,1981,8,29,18,23.79,128.21,105,240.75
1981239N21267,NA,NH,1981,1981,8,27,6,21.2,-94.2,35,238.25
1981240N17257,EP,NH,1981,1981,8,29,6,20.52,-106.69,55,240.25
1981244N30287,NA,NH,1981,1981,9,3,0,35.0,-64.0,50,245.0
1981245N23161,WP,NH,1981,1981,9,2,18,22.0,155.16,60,244.75
1981247N16300,NA,NH,1981,1981,9,6,0,22.6,-67.7,65,248.0
1981250N15306,NA,NH,1981,1981,9,11,18,30.55,-70.84,70,253.75
1981255N12286,NA,NH,1981,1981,9,12,18,12.2,-77.1,40,254.75
1981255N14311,NA,NH,1981,1981,9,15,12,30.55,-60.91,105,257.5
1981256N10150,WP,NH,1981,1981,9,19,6,17.39,124.35,140,261.25
1981257N11143,WP,NH,1981,1981,9,15,18,12.31,136.31,55,257.75
1981258N15237,EP,NH,1981,1981,9,17,12,17.95,-134.53,70,259.5
1981261N25174,WP,NH,1981,1981,9,21,6,27.88,161.26,105,263.25
1981262N16256,EP,NH,1981,1981,9,21,6,22.49,-108.15,75,263.25
1981265N14117,WP,NH,1981,1981,9,23,6,20.0,115.0,45,265.25
1981265N14328,NA,NH,1981,1981,9,28,6,25.75,-56.52,85,270.25
1981266N09151,WP,NH,1981,1981,9,28,12,17.73,134.3,150,270.5
1981269N08322,NA,NH,1981,1981,9,29,0,11.8,-50.0,65,271.0
1981277N20116,WP,NH,1981,1981,10,4,18,20.5,110.5,35,276.75
1981280N20250,EP,NH,1981,1981,10,8,0,25.15,-109.56,60,280.0
1981281N15245,EP,NH,1981,1981,10,9,6,17.45,-117.36,45,281.25
1981282N15256,EP,NH,1981,1981,10,10,12,17.25,-107.96,125,282.5
1981283N07132,WP,NH,1981,1981,10,13,12,10.97,113.97,60,285.5
1981286N10150,WP,NH,1981,1981,10,19,18,21.11,129.55,105,291.75
1981291S05081,SI,SH,1982,1981,10,24,6,-13.84,84.04,65,115.25
1981297N11261,EP,NH,1981,1981,10,26,18,13.95,-101.83,95,298.75
1981298N07083,NI,NH,1981,1981,10,29,18,12.86,67.64,65,301.75
1981303N25313,NA,NH,1981,1981,11,1,6,33.7,-37.0,45,304.25
1981306S03096,SI,SH,1982,1981,11,4,0,-8.6,92.65,70,126.0
1981306S12447,SI,SH,1982,1981,11,7,0,-11.6,86.92,55,129.0
1981307N17279,NA,NH,1981,1981,11,5,12,20.25,-80.66,70,308.5
1981309S10091,SI,SH,1982,1981,11,5,12,-8.25,85.57,55,127.5
1981311N08119,WP,NH,1981,1981,11,10,0,9.66,109.54,50,313.0
1981312S12087,SI,SH,1982,1981,11,7,0,-11.7,87.0,55,129.0
1981314S12083,SI,SH,1982,1981,11,11,0,-12.4,80.5,55,133.0
1981317N14153,WP,NH,1981,1981,11,14,18,15.59,147.24,65,317.75
1981317N31286,NA,NH,1981,1981,11,12,0,31.0,-74.0,40,315.0
1981319N07163,WP,NH,1981,1981,11,22,12,12.73,132.65,160,325.5
1981321N13092,NI,NH,1981,1981,11,18,6,14.02,90.08,65,321.25
1981324N08158,WP,NH,1981,1981,11,26,6,22.56,128.85,55,329.25
1981335S16139,SP,SH,1982,1981,12,4,18,-11.9,126.9,45,156.75
1981337S11133,SI,SH,1982,1981,12,5,6,-11.3,128.2,35,157.25
1981339N11089,NI,NH,1981,1981,12,9,18,17.64,86.68,95,342.75
1981339S12124,SI,SH,1982,1981,12,5,18,-12.72,122.04,50,157.75
1981343N05150,WP,NH,1981,1981,12,15,12,15.33,141.5,125,348.5
1981353S09172,SP,SH,1982,1981,12,22,12,-18.0,162.26,100,174.5
1981353S11169,SP,SH,1982,1981,12,21,12,-15.85,162.66,115,173.5
1981354S12140,SP,SH,1982,1981,12,22,12,-11.43,125.35,45,174.5
1981355N07149,WP,NH,1981,1981,12,25,0,12.67,127.79,130,358.0
1981363S10079,SI,SH,1982,1981,12,30,0,-9.78,78.35,60,182.0
1982005S10105,SI,SH,1982,1982,1,15,12,-19.23,64.73,80,198.5
1982011S07094,SI,SH,1982,1982,1,13,0,-8.15,94.39,65,196.0
1982011S11141,SP,SH,1982,1982,1,19,18,-20.84,113.73,60,202.75
1982011S12119,SI,SH,1982,1982,1,15,6,-13.77,111.42,55,198.25
1982022S26154,SP,SH,1982,1982,2,2,0,-17.9,160.65,105,216.0
1982024S18166,SP,SH,1982,1982,1,28,12,-18.15,175.27,100,211.5
1982027S16120,SI,SH,1982,1982,1,28,0,-16.05,121.26,50,211.0
1982030S15065,SI,SH,1982,1982,2,5,12,-17.51,37.89,55,219.5
1982035S13141,SP,SH,1982,1982,2,5,6,-14.38,137.34,50,219.25
1982036S16060,SI,SH,1982,1982,2,7,18,-24.5,51.7,60,221.75
1982043S12073,SI,SH,1982,1982,2,13,0,-15.1,73.0,60,227.0
1982043S12104,SI,SH,1982,1982,2,20,18,-12.2,107.3,45,234.75
1982054S13123,SI,SH,1982,1982,3,4,0,-17.38,120.2,65,246.0
1982054S23036,SI,SH,1982,1982,2,24,0,-27.12,42.81,55,238.0
1982054S23052,SI,SH,1982,1982,2,24,0,-23.14,50.86,35,238.0
1982058S10185,SP,SH,1982,1982,3,2,12,-18.9,-173.6,125,244.5
1982059S17113,SI,SH,1982,1982,3,1,0,-17.4,117.2,45,243.0
1982073N07153,WP,NH,1982,1982,3,19,12,8.37,126.75,60,77.5
1982075S11096,SI,SH,1982,1982,3,18,0,-16.05,91.36,65,260.0
1982075S12055,SI,SH,1982,1982,3,18,0,-13.15,51.2,100,260.0
1982077N04161,WP,NH,1982,1982,3,25,12,10.57,126.35,145,83.5
1982087N04157,WP,NH,1982,1982,4,1,6,10.46,162.81,60,90.25
1982091S03159,SP,SH,1982,1982,4,5,12,-18.57,156.87,115,278.5
1982095S11138,SP,SH,1982,1982,4,7,12,-14.65,141.45,115,280.5
1982113S06085,SI,SH,1982,1982,4,30,0,-12.87,79.73,110,303.0
1982120N11083,NI,NH,1982,1982,5,3,12,17.38,88.32,105,122.5
1982131S09157,SP,SH,1982,1982,5,14,12,-12.79,156.79,55,317.5
1982136N08140,WP,NH,1982,1982,5,20,12,19.59,125.13,115,139.5
1982140N11255,EP,NH,1982,1982,5,22,18,13.71,-104.0,80,141.75
1982150N13087,NI,NH,1982,1982,6,3,12,19.77,87.02,65,153.5
1982152N13264,EP,NH,1982,1982,6,1,0,13.5,-95.0,40,151.0
1982154N22273,NA,NH,1982,1982,6,3,18,24.0,-83.6,45,153.75
1982164N08237,EP,NH,1982,1982,6,13,18,9.1,-125.1,45,163.75
1982167N13255,EP,NH,1982,1982,6,16,12,12.95,-108.06,55,166.5
