sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,occurtime
2008080S17163,SP,SH,2008,2008,3,24,6,-19.1,158.6,40,267.25
2008083S12102,SI,SH,2008,2008,3,27,6,-20.09,105.68,120,270.25
2008104N08128,WP,NH,2008,2008,4,16,18,14.58,112.48,110,106.75
2008108S13158,SP,SH,2008,2008,4,18,0,-14.95,161.37,65,292.0
2008111S06082,SI,SH,2008,2008,4,23,0,-8.75,95.05,60,297.0
2008111S08096,SI,SH,2008,2008,4,21,12,-10.1,102.24,60,295.5
2008117N11090,NI,NH,2008,2008,5,2,12,16.0,94.5,105,122.5
2008128N07134,WP,NH,2008,2008,5,10,12,16.8,132.05,150,130.5
2008135N12116,WP,NH,2008,2008,5,16,6,14.37,117.45,55,136.25
2008135N16125,WP,NH,2008,2008,5,15,12,21.08,127.75,80,135.5
2008147N10141,WP,NH,2008,2008,5,30,6,16.93,134.15,115,150.25
2008150N10274,EP,NH,2008,2008,5,29,18,12.05,-86.95,50,149.75
2008152N18273,NA,NH,2008,2008,5,31,6,17.8,-88.0,35,151.25
2008157N16066,NI,NH,2008,2008,6,6,6,20.0,62.0,45,157.25
2008168N22090,NI,NH,2008,2008,6,16,12,22.0,89.5,30,167.5
2008169N08135,WP,NH,2008,2008,6,21,6,12.1,122.4,120,172.25
2008179N12252,EP,NH,2008,2008,7,1,6,14.85,-123.66,90,182.25
2008180N14238,EP,NH,2008,2008,6,28,12,14.4,-124.3,45,179.5
2008184N15254,EP,NH,2008,2008,7,2,12,17.4,-107.6,35,183.5
2008185N13337,NA,NH,2008,2008,7,8,0,20.55,-52.04,110,189.0
2008188N14260,EP,NH,2008,2008,7,6,18,16.8,-102.1,55,187.75
2008193N20126,WP,NH,2008,2008,7,16,6,19.32,123.78,60,197.25
2008194N11266,EP,NH,2008,2008,7,16,18,16.85,-117.15,100,197.75
2008198N10265,EP,NH,2008,2008,7,20,12,17.65,-112.04,100,201.5
2008201N32280,NA,NH,2008,2008,7,19,18,32.8,-78.2,45,200.75
2008203N18276,NA,NH,2008,2008,7,23,18,26.35,-97.26,105,204.75
2008204N13260,EP,NH,2008,2008,7,26,0,16.85,-117.55,70,207.0
2008206N22133,WP,NH,2008,2008,7,27,12,22.72,123.26,110,208.5
2008217N19120,WP,NH,2008,2008,8,6,0,21.05,113.85,65,218.0
2008217N28273,NA,NH,2008,2008,8,4,0,28.1,-88.5,35,216.0
2008218N10224,EP,NH,2008,2008,8,10,6,10.0,-160.3,55,222.25
2008220N12250,EP,NH,2008,2008,8,9,12,15.55,-122.75,115,221.5
2008223N20086,NI,NH,,,,,,,,,
2008223N27151,WP,NH,2008,2008,8,10,12,32.33,158.2,50,222.5
2008224N24122,WP,NH,2008,2008,8,11,18,27.1,125.8,45,223.75
2008226N22134,WP,NH,2008,2008,8,16,12,34.65,145.47,55,228.5
2008227N16255,EP,NH,2008,2008,8,16,18,18.4,-112.4,55,228.75
2008229N13147,WP,NH,2008,2008,8,20,0,18.65,121.79,100,232.0
2008229N18293,NA,NH,2008,2008,8,19,6,25.75,-81.74,55,231.25
2008237N18253,EP,NH,2008,2008,8,25,0,24.65,-110.74,55,237.0
2008238N13130,WP,NH,2008,2008,8,25,18,14.3,128.6,40,237.75
2008238N13293,NA,NH,2008,2008,8,30,12,20.75,-81.44,130,242.5
2008241N19303,NA,NH,2008,2008,9,2,6,21.25,-72.65,85,245.25
2008245N17323,NA,NH,2008,2008,9,4,6,22.35,-55.05,140,247.25
2008246N12338,NA,NH,2008,2008,9,2,12,13.0,-24.2,65,245.5
2008246N19250,EP,NH,2008,2008,9,3,0,19.9,-112.6,35,246.0
2008251N15256,EP,NH,2008,2008,9,6,18,15.2,-105.2,35,249.75
2008252N16128,WP,NH,2008,2008,9,10,18,20.72,124.33,120,253.75
2008253N29150,WP,NH,2008,2008,9,10,0,30.4,146.6,50,253.0
2008257N28148,WP,NH,2008,2008,9,14,6,35.45,150.86,50,257.25
2008259N20089,NI,NH,2008,2008,9,16,12,20.8,87.1,55,259.5
2008262N16142,WP,NH,2008,2008,9,23,18,21.23,112.39,125,266.75
2008268N12140,WP,NH,2008,2008,9,27,0,19.55,126.66,145,270.0
2008269N21290,NA,NH,2008,2008,9,27,18,33.3,-69.7,40,270.75
2008270N39325,NA,NH,2008,2008,9,26,6,37.9,-35.0,45,269.25
2008272N08139,WP,NH,2008,2008,9,29,18,9.89,127.85,110,272.75
2008272N15113,WP,NH,2008,2008,9,29,18,16.7,107.6,60,272.75
2008275N16245,EP,NH,2008,2008,10,4,0,17.85,-122.04,65,277.0
2008278N13261,EP,NH,2008,2008,10,8,12,16.15,-110.15,120,281.5
2008280N18268,NA,NH,2008,2008,10,6,6,18.6,-92.7,35,279.25
2008283N12271,EP,NH,2008,2008,10,9,12,12.35,-94.05,55,282.5
2008286N16323,NA,NH,2008,2008,10,15,6,20.5,-47.1,35,288.25
2008286N17109,WP,NH,2008,2008,10,14,0,18.77,108.17,55,287.0
2008287N15291,NA,NH,2008,2008,10,16,6,18.45,-63.53,110,289.25
2008289N15277,NA,NH,2008,2008,10,15,12,15.9,-84.4,35,288.5
2008290S05071,SI,SH,2009,2008,10,19,0,-9.8,66.0,65,110.0
2008292N20152,WP,NH,2008,2008,10,19,18,30.25,150.78,55,292.75
2008293N09060,NI,NH,2008,2008,10,23,12,14.1,50.2,55,296.5
2008297N12255,EP,NH,2008,2008,10,23,18,13.8,-105.0,40,296.75
2008298N16085,NI,NH,2008,2008,10,26,6,18.55,87.95,65,299.25
2008308N08252,EP,NH,2008,2008,11,3,12,8.65,-112.65,50,307.5
2008311N08128,WP,NH,2008,2008,11,8,18,18.33,115.96,65,312.75
2008311N14278,NA,NH,2008,2008,11,8,6,19.35,-80.56,125,312.25
2008316N14118,WP,NH,2008,2008,11,11,18,12.6,117.4,40,315.75
2008317N11089,NI,NH,2008,2008,11,14,18,14.45,83.5,55,318.75
2008319S07086,SI,SH,2009,2008,11,20,0,-9.85,82.5,60,142.0
2008320N08122,WP,NH,2008,2008,11,15,12,8.72,117.98,65,319.5
2008320N23146,WP,NH,2008,2008,11,16,0,26.33,150.9,50,320.0
2008323S08089,SI,SH,2009,2008,11,20,0,-13.4,101.14,55,142.0
2008329N09082,NI,NH,2008,2008,11,27,0,11.3,79.95,70,331.0
2008338N06092,NI,NH,2008,2008,12,9,0,6.7,77.3,55,343.0
2008343N16168,WP,NH,2008,2008,12,15,18,15.45,130.42,95,349.75
2008348S10077,SI,SH,2009,2008,12,17,18,-11.45,67.0,65,169.75
2008350S10129,SI,SH,2009,2008,12,25,12,-17.35,115.84,110,177.5
2009008S13069,SI,SH,2009,2009,1,8,12,-14.49,70.83,80,191.5
2009011S16140,SP,SH,2009,2009,1,11,12,-16.17,140.6,40,194.5
2009017S15059,SI,SH,2009,2009,1,19,0,-17.4,49.85,55,202.0
2009017S20043,SI,SH,2009,2009,1,20,12,-20.1,42.55,100,203.5
2009024S17123,SI,SH,2009,2009,1,26,6,-20.24,115.51,45,209.25
2009025S12177,SP,SH,2009,2009,1,27,12,-18.7,-175.34,55,210.5
2009031S16147,SP,SH,2009,2009,2,1,0,-17.09,147.07,40,215.0
2009032S15071,SI,SH,2009,2009,2,7,0,-19.1,51.64,120,221.0
2009034S16126,SI,SH,2009,2009,2,8,12,-16.56,108.6,50,222.5
2009045S18174,SP,SH,2009,2009,2,17,6,-22.05,164.42,50,231.25
2009051S11075,SI,SH,2009,2009,2,20,18,-12.55,76.45,65,234.75
2009059S10101,SI,SH,2009,2009,3,2,6,-14.05,106.05,40,244.25
2009064S13148,SP,SH,2009,2009,3,7,18,-19.28,150.14,140,249.75
2009066S12081,SI,SH,2009,2009,3,9,12,-18.4,86.3,50,251.5
2009069S19204,SP,SH,2009,2009,3,11,18,-22.25,-157.96,55,253.75
2009074S10129,SI,SH,2009,2009,3,19,12,-16.25,107.01,105,261.5
2009075S18197,SP,SH,2009,2009,3,17,6,-21.25,-162.6,50,259.25
2009082S15154,SP,SH,2009,2009,3,25,0,-21.25,163.1,65,267.0
2009082S16039,SI,SH,2009,2009,3,25,18,-24.15,42.61,55,267.75
2009092S15178,SP,SH,2009,2009,4,4,12,-19.55,-175.7,65,277.5
2009093S12062,SI,SH,2009,2009,4,8,18,-22.75,50.5,75,281.75
2009104N13088,NI,NH,2009,2009,4,17,18,21.9,91.8,60,106.75
2009107S07133,SI,SH,2009,2009,4,22,12,-7.5,133.0,55,295.5
2009121N13124,WP,NH,2009,2009,5,4,18,17.2,131.13,110,123.75
2009123N10111,WP,NH,2009,2009,5,7,6,15.8,118.75,70,126.25
2009143N17089,NI,NH,2009,2009,5,25,0,20.0,88.05,60,144.0
2009147N31285,NA,NH,2009,2009,5,29,0,38.0,-68.6,40,148.0
2009164N10131,WP,NH,2009,2009,6,18,6,17.6,116.32,60,168.25
2009167N14257,EP,NH,2009,2009,6,17,18,15.9,-107.8,45,167.75
2009171N15264,EP,NH,2009,2009,6,23,6,16.75,-103.36,75,173.25
2009173N10132,WP,NH,2009,2009,6,23,6,10.77,125.02,55,173.25
2009174N18072,NI,NH,2009,2009,6,23,6,19.0,71.5,30,173.25
2009176N23069,NI,NH,2009,2009,6,25,18,23.0,68.5,35,175.75
2009185N13260,EP,NH,2009,2009,7,6,18,18.05,-112.97,60,186.75
2009189N17129,WP,NH,2009,2009,7,9,12,18.75,124.49,65,189.5
2009190N09254,EP,NH,2009,2009,7,15,0,10.02,-128.28,70,195.0
2009192N16130,WP,NH,2009,2009,7,13,6,22.76,121.33,55,193.25
2009194N11257,EP,NH,2009,2009,7,13,12,11.2,-107.8,45,193.5
2009196N14129,WP,NH,2009,2009,7,17,18,20.33,119.44,75,197.75
2009201N21089,NI,NH,2009,2009,7,20,12,21.0,88.0,30,200.5
2009210N11231,EP,NH,2009,2009,7,30,18,12.15,-140.45,60,210.75
2009213N16130,WP,NH,2009,2009,8,2,0,17.52,118.5,55,213.0
2009215N10242,EP,NH,2009,2009,8,5,18,14.25,-129.25,125,216.75
2009215N13252,EP,NH,2009,2009,8,4,12,14.25,-116.49,75,215.5
2009215N20133,WP,NH,2009,2009,8,6,12,23.35,124.64,65,217.5
2009219N19140,WP,NH,2009,2009,8,9,12,28.18,134.85,55,220.5
2009220N12246,EP,NH,2009,2009,8,15,0,10.7,-139.3,50,226.0
2009221N10201,WP,NH,2009,2009,8,11,18,14.1,-171.8,65,222.75
2009222N09262,EP,NH,2009,2009,8,15,12,18.78,-132.44,105,226.5
2009222N14336,NA,NH,2009,2009,8,16,0,14.4,-50.7,45,227.0
2009227N12328,NA,NH,2009,2009,8,19,6,17.65,-54.15,135,230.25
2009228N11163,WP,NH,2009,2009,8,21,12,21.05,156.78,125,232.5
2009228N27277,NA,NH,2009,2009,8,16,18,29.1,-85.1,35,227.75
2009233N13230,EP,NH,2009,2009,8,24,0,14.0,-142.5,65,235.0
2009235N14252,EP,NH,2009,2009,8,25,12,18.35,-118.95,55,236.5
2009238N12189,EP,NH,2009,2009,8,28,18,14.5,-177.05,55,239.75
2009238N20151,WP,NH,2009,2009,8,29,6,27.45,146.68,60,240.25
2009238N24290,NA,NH,2009,2009,8,26,0,24.3,-69.6,35,237.0
2009239N10253,EP,NH,2009,2009,8,30,0,13.26,-121.97,40,241.0
2009239N12270,EP,NH,2009,2009,8,31,12,17.65,-108.11,130,242.5
2009245N17303,NA,NH,2009,2009,9,2,6,16.5,-58.9,50,244.25
2009246N12250,EP,NH,2009,2009,9,10,6,17.43,-129.47,80,252.25
2009246N18130,WP,NH,2009,2009,9,4,6,18.3,129.8,55,246.25
2009247N19089,NI,NH,2009,2009,9,5,6,21.81,88.28,50,247.25
2009251N12336,NA,NH,2009,2009,9,9,12,13.55,-31.84,65,251.5
2009251N16118,WP,NH,2009,2009,9,11,12,19.75,107.45,45,253.5
2009254N14130,WP,NH,2009,2009,9,14,18,21.7,113.06,100,256.75
2009255N13155,WP,NH,2009,2009,9,15,12,17.85,145.05,150,257.5
2009257N14256,EP,NH,2009,2009,9,18,6,20.1,-113.9,65,260.25
2009264N13252,EP,NH,2009,2009,9,24,0,17.03,-118.83,60,266.0
2009268N14128,WP,NH,2009,2009,9,28,18,16.1,110.35,100,270.75
2009268N15331,NA,NH,2009,2009,9,26,0,16.7,-32.2,35,268.0
2009269N10163,WP,NH,2009,2009,9,27,0,10.38,158.44,55,269.0
2009270N10148,WP,NH,2009,2009,10,1,6,12.32,129.75,115,273.25
2009271N15257,EP,NH,2009,2009,10,2,0,20.4,-117.4,60,274.0
2009271N46317,NA,NH,2009,2009,9,27,0,46.0,-43.2,50,269.0
2009272N07164,WP,NH,2009,2009,10,4,12,17.45,139.51,150,276.5
2009279N15311,NA,NH,2009,2009,10,9,18,20.9,-64.9,45,281.75
2009281N15144,WP,NH,2009,2009,10,9,18,20.45,142.25,55,281.75
2009282N16252,EP,NH,2009,2009,10,13,6,20.45,-109.25,75,285.25
2009287N10154,WP,NH,2009,2009,10,18,18,17.95,134.15,135,290.75
2009288N07267,EP,NH,2009,2009,10,18,0,14.95,-105.14,155,290.0
2009289N12230,EP,NH,2009,2009,10,21,18,17.55,-166.65,120,293.75
2009291N16111,WP,NH,2009,2009,10,18,12,15.9,110.6,35,290.5
2009299N12153,WP,NH,2009,2009,10,29,18,15.13,127.61,65,301.75
2009305N14134,WP,NH,2009,2009,11,2,6,17.31,124.92,55,305.25
2009308N11279,NA,NH,2009,2009,11,8,6,20.15,-85.14,75,311.25
2009311N20157,WP,NH,2009,2009,11,8,12,21.83,159.03,55,311.5
2009313N11072,NI,NH,2009,2009,11,10,12,14.95,71.3,65,313.5
2009317S10073,SI,SH,2010,2009,11,15,12,-13.2,69.9,95,137.5
2009325N06148,WP,NH,2009,2009,11,28,6,19.22,139.23,140,331.25
2009325S12066,SI,SH,2010,2009,11,22,6,-9.2,56.3,60,144.25
2009337N14143,WP,NH,2009,2009,12,5,12,26.65,150.39,55,338.5
2009337S07096,SI,SH,2010,2009,12,8,0,-9.85,77.1,60,160.0
2009342S09140,SI,SH,2010,2009,12,21,6,-19.4,120.65,135,173.25
2009344N06085,NI,NH,2009,2009,12,11,18,9.55,85.05,60,344.75
2009346S07086,SI,SH,2010,2009,12,21,18,-11.65,64.06,65,173.75
2009346S10172,SP,SH,2010,2009,12,13,0,-14.05,175.45,60,165.0
2010002S09096,SI,SH,2010,2010,1,8,18,-16.05,75.52,115,191.75
2010018N07113,WP,NH,2010,2010,1,18,18,7.5,111.7,40,17.75
2010019S11123,SI,SH,2010,2010,1,22,0,-15.9,124.5,60,205.0
2010020S14147,SP,SH,2010,2010,1,20,0,-14.5,147.75,35,203.0
2010022S12160,SP,SH,2010,2010,1,23,12,-16.27,147.45,50,206.5
2010027S14184,SP,SH,2010,2010,1,27,18,-17.15,-168.07,65,210.75
2010027S17058,SI,SH,2010,2010,1,27,18,-20.1,59.5,50,210.75
2010029S12177,SP,SH,2010,2010,2,4,12,-18.75,-152.25,115,218.5
2010032S20042,SI,SH,2010,2010,2,2,0,-20.55,42.85,45,216.0
2010038S08194,SP,SH,2010,2010,2,10,6,-18.15,-159.35,70,224.25
2010040S11185,SP,SH,2010,2010,2,10,18,-12.5,-168.1,90,224.75
2010046S10058,SI,SH,2010,2010,2,20,18,-20.1,61.7,65,234.75
2010051S06195,SP,SH,2010,2010,2,21,0,-6.39,-161.22,60,235.0
2010066S19050,SI,SH,2010,2010,3,10,6,-20.9,49.56,60,252.25
2010069S12188,SP,SH,2010,2010,3,15,0,-15.55,-179.19,125,257.0
2010070S15168,SP,SH,2010,2010,3,14,6,-12.85,161.3,135,256.25
2010071S34320,SA,SH,2010,2010,3,11,0,-33.6,-40.5,40,253.0
2010078N03153,WP,NH,2010,2010,3,24,18,14.1,132.65,60,82.75
2010080S06089,SI,SH,2010,2010,3,25,12,-20.3,86.49,100,267.5
2010084S09138,SP,SH,2010,2010,3,29,0,-13.72,136.28,95,271.0
2010091S09093,SI,SH,2010,2010,4,4,12,-14.85,91.7,60,277.5
2010110S10118,SI,SH,2010,2010,4,21,0,-10.2,117.66,60,294.0
2010136N09057,NI,NH,2010,2010,5,16,12,10.1,56.1,55,135.5
2010137N10090,NI,NH,2010,2010,5,18,6,12.91,84.01,65,137.25
2010143S20035,SI,SH,2010,2010,5,26,6,-25.55,43.34,45,329.25
2010149N13266,EP,NH,2010,2010,5,29,12,13.3,-93.1,55,148.5
2010151N14065,NI,NH,2010,2010,6,1,6,16.15,62.85,65,151.25
2010166N15255,EP,NH,2010,2010,6,17,12,15.0,-105.7,55,167.5
2010167N15265,EP,NH,2010,2010,6,17,0,15.2,-96.4,45,167.0
2010169N13266,EP,NH,2010,2010,6,25,0,12.95,-115.35,135,175.0
2010172N08272,EP,NH,2010,2010,6,25,18,13.55,-101.25,100,175.75
2010176N16278,NA,NH,2010,2010,7,1,0,24.35,-97.35,105,181.0
2010188N21269,NA,NH,2010,2010,7,8,0,23.7,-93.7,40,188.0
2010191N12138,WP,NH,2010,2010,7,15,12,16.75,112.98,65,195.5
2010195N14257,EP,NH,2010,2010,7,15,12,15.4,-107.9,60,195.5
2010198N15123,WP,NH,2010,2010,7,22,0,20.53,111.37,70,202.0
2010200N26127,WP,NH,2010,2010,7,19,6,26.46,125.76,40,199.25
2010203N22286,NA,NH,2010,2010,7,23,18,25.8,-81.1,40,203.75
2010215N13319,NA,NH,2010,2010,8,3,12,14.3,-49.3,45,214.5
2010217N15265,EP,NH,2010,2010,8,8,0,17.25,-108.94,65,219.0
2010218N20127,WP,NH,2010,2010,8,7,18,21.65,124.53,40,218.75
2010222N26277,NA,NH,2010,2010,8,12,18,29.8,-89.0,45,223.75
2010232N18253,EP,NH,2010,2010,8,20,18,19.3,-108.7,35,231.75
2010233N17119,WP,NH,2010,2010,8,24,0,18.1,107.25,90,235.0
2010234N11329,NA,NH,2010,2010,8,27,6,26.25,-58.24,110,238.25
2010234N14267,EP,NH,2010,2010,8,25,18,16.8,-105.7,70,236.75
2010236N12341,NA,NH,2010,2010,9,1,6,23.75,-70.45,130,243.25
2010239N15118,WP,NH,2010,2010,8,30,12,20.38,116.7,60,241.5
2010240N15142,WP,NH,2010,2010,9,1,6,32.25,124.73,90,243.25
2010241N25125,WP,NH,2010,2010,8,30,12,25.98,122.0,40,241.5
2010242N14318,NA,NH,2010,2010,8,31,12,16.55,-54.02,55,242.5
2010243N12146,WP,NH,2010,2010,9,2,6,19.48,137.45,55,244.25
2010244N12328,NA,NH,2010,2010,9,4,12,16.3,-45.5,45,246.5
2010246N19251,EP,NH,2010,2010,9,3,18,20.3,-110.3,40,245.75
2010247N15266,NA,NH,2010,2010,9,6,18,24.05,-96.66,70,248.75
2010249N24125,WP,NH,2010,2010,9,8,12,20.67,119.48,50,250.5
2010251N14337,NA,NH,2010,2010,9,15,0,18.85,-53.34,125,257.0
2010255N13340,NA,NH,2010,2010,9,15,6,16.95,-31.14,105,257.25
2010256N17137,WP,NH,2010,2010,9,18,18,23.95,122.94,110,260.75
2010257N16282,NA,NH,2010,2010,9,17,12,19.55,-95.55,120,259.5
2010263N15149,WP,NH,2010,2010,9,24,6,26.2,141.31,110,266.25
2010263N15328,NA,NH,2010,2010,9,21,12,17.7,-31.7,60,263.5
2010264N20252,EP,NH,2010,2010,9,22,18,27.4,-111.1,55,264.75
2010267N14285,NA,NH,2010,2010,9,24,18,14.6,-83.0,55,266.75
2010271N19276,NA,NH,2010,2010,9,30,6,26.1,-79.0,50,272.25
2010278N18110,WP,NH,2010,2010,10,4,18,17.8,109.5,30,276.75
2010279N22293,NA,NH,2010,2010,10,8,18,26.2,-63.3,65,280.75
2010280N17085,NI,NH,2010,2010,10,8,0,20.0,86.5,45,280.0
2010284N14278,NA,NH,2010,2010,10,12,6,17.45,-85.16,65,284.25
2010285N13145,WP,NH,2010,2010,10,18,0,17.47,123.41,160,290.0
2010286N18090,NI,NH,2010,2010,10,14,6,18.0,88.27,45,286.25
2010293N13165,WP,NH,2010,2010,10,23,6,22.3,154.03,45,295.25
2010293N16147,WP,NH,2010,2010,10,27,18,23.35,128.35,110,299.75
2010293N17093,NI,NH,2010,2010,10,22,0,18.45,92.29,60,294.0
2010293N17277,NA,NH,2010,2010,10,24,12,16.85,-86.25,70,296.5
2010298S09087,SI,SH,2011,2010,10,29,6,-14.9,77.5,50,120.25
2010302N09306,NA,NH,2010,2010,11,7,6,25.4,-69.6,80,310.25
2010302N26299,NA,NH,2010,2010,10,29,6,28.1,-64.6,35,301.25
2010302S08098,SI,SH,2011,2010,10,31,6,-8.6,96.4,65,122.25
2010305N06105,NI,NH,2010,2010,11,4,6,8.61,90.67,60,307.25
2010315N14112,WP,NH,2010,2010,11,12,12,13.0,111.9,55,315.5
2010331S07089,SI,SH,2011,2010,12,2,12,-16.84,87.67,75,154.5
2010341N14082,NI,NH,2010,2010,12,7,12,15.0,81.5,35,340.5
2010346N09115,WP,NH,2010,2010,12,12,12,9.7,112.2,40,345.5
2010349S18109,SI,SH,2011,2010,12,16,0,-21.0,110.0,40,168.0
2010350N30175,WP,NH,2010,2010,12,20,12,21.0,-177.3,55,353.5
2010358S13152,SP,SH,2011,2010,12,24,18,-16.95,146.1,60,176.75
2010363S15133,SI,SH,2011,2011,1,1,6,-19.2,115.8,45,184.25
2011009S15113,SI,SH,2011,2011,1,12,6,-15.0,107.55,45,195.25
2011010S17169,SP,SH,2011,2011,1,11,0,-18.32,170.34,55,194.0
2011013S15151,SP,SH,2011,2011,1,16,6,-18.87,158.59,115,199.25
2011020S13182,SP,SH,2011,2011,1,26,6,-23.32,176.21,100,209.25
2011021S16129,SI,SH,2011,2011,1,28,6,-23.95,108.63,100,211.25
2011023S16147,SP,SH,2011,2011,1,23,12,-17.15,153.72,55,206.5
2011028S13180,SP,SH,2011,2011,2,2,12,-17.55,146.9,130,216.5
2011033N06083,NI,NH,2011,2011,2,2,18,6.5,82.5,30,32.75
2011034S19199,SP,SH,2011,2011,2,7,0,-27.35,-178.53,55,221.0
2011038S11062,SI,SH,2011,2011,2,13,6,-15.15,52.55,105,227.25
2011041S17113,SI,SH,2011,2011,2,11,0,-19.6,106.7,40,225.0
2011045S14132,SI,SH,2011,2011,2,24,0,-23.66,110.81,75,238.0
2011045S16119,SI,SH,2011,2011,2,20,12,-24.8,106.03,85,234.5
2011048S14171,SP,SH,2011,2011,2,22,6,-22.65,172.22,110,236.25
2011073S11089,SI,SH,2011,2011,3,17,12,-15.35,75.35,60,259.5
2011082S17184,SP,SH,2011,2011,3,24,18,-20.88,-179.32,75,266.75
2011085S09130,SI,SH,2011,2011,4,2,0,-13.5,127.65,60,275.0
2011091N09112,WP,NH,2011,2011,4,3,6,9.04,111.81,45,92.25
2011093N10131,WP,NH,2011,2011,4,4,6,12.2,135.2,45,93.25
2011102S11125,SI,SH,2011,2011,4,13,6,-12.77,126.34,55,286.25
2011102S26048,SI,SH,2011,2011,4,13,6,-27.4,48.9,40,286.25
2011126N11129,WP,NH,2011,2011,5,7,18,13.55,124.73,60,126.75
2011140N08142,WP,NH,2011,2011,5,26,12,16.18,125.13,145,145.5
2011151N19116,WP,NH,2011,2011,5,31,12,20.1,116.4,35,150.5
2011158N11260,EP,NH,2011,2011,6,10,0,14.55,-105.25,130,160.0
2011159N13122,WP,NH,2011,2011,6,9,12,15.92,117.81,45,159.5
2011167N08129,WP,NH,2011,2011,6,17,12,11.73,127.7,45,167.5
2011167N22089,NI,NH,2011,2011,6,16,0,21.5,89.0,25,166.0
2011170N12263,EP,NH,2011,2011,6,21,6,18.45,-104.05,110,171.25
2011172N11133,WP,NH,2011,2011,6,21,12,11.98,130.75,65,171.5
2011179N20267,NA,NH,2011,2011,6,30,0,21.65,-95.94,60,180.0
2011188N14261,EP,NH,2011,2011,7,8,6,15.55,-105.24,75,188.25
2011192N18158,WP,NH,2011,2011,7,16,6,21.18,137.93,115,196.25
2011195N15134,WP,NH,2011,2011,7,14,6,14.4,132.7,35,194.25
2011197N31280,NA,NH,2011,2011,7,18,6,27.1,-78.0,40,198.25
2011199N10271,EP,NH,2011,2011,7,21,12,16.85,-106.34,125,201.5
2011201N33301,NA,NH,2011,2011,7,21,12,39.4,-48.4,40,201.5
2011203N24085,NI,NH,,,,,,,,,
2011205N12130,WP,NH,2011,2011,7,27,0,15.7,122.09,65,207.0
2011208N09145,WP,NH,2011,2011,7,30,18,16.6,132.42,145,210.75
2011208N22274,NA,NH,2011,2011,7,30,0,27.0,-96.9,55,210.0
2011212N10264,EP,NH,2011,2011,8,3,12,15.65,-113.45,130,214.5
2011214N15299,NA,NH,2011,2011,8,2,18,15.7,-64.8,65,213.75
2011215N24164,WP,NH,2011,2011,8,6,18,29.93,153.92,90,217.75
2011221N17139,WP,NH,2011,2011,8,9,12,21.0,137.6,45,220.5
2011225N26302,NA,NH,2011,2011,8,15,0,29.55,-63.01,50,226.0
2011225N35294,NA,NH,2011,2011,8,13,6,37.6,-61.1,35,224.25
2011227N12234,EP,NH,2011,2011,8,18,12,13.55,-140.45,65,229.5
2011229N14261,EP,NH,2011,2011,8,17,18,16.9,-105.6,65,228.75
2011231N15278,NA,NH,2011,2011,8,20,12,16.55,-87.05,70,231.5
2011233N12129,WP,NH,2011,2011,8,26,6,17.25,123.55,130,237.25
2011233N15301,NA,NH,2011,2011,8,24,12,21.95,-73.25,125,235.5
2011236N15143,WP,NH,2011,2011,8,26,0,20.92,140.17,55,237.0
2011237N12331,NA,NH,2011,2011,8,25,18,13.5,-32.1,35,236.75
2011239N27301,NA,NH,2011,2011,8,27,6,27.7,-62.4,35,238.25
2011240N10341,NA,NH,2011,2011,9,6,0,25.65,-64.06,115,248.0
2011243N17259,EP,NH,2011,2011,8,31,12,17.7,-102.4,50,242.5
2011244N37296,NA,NH,2011,2011,9,1,0,37.3,-63.9,35,243.0
2011245N21150,WP,NH,2011,2011,9,3,12,22.33,150.19,60,245.5
2011245N27269,NA,NH,2011,2011,9,4,6,29.75,-92.1,50,246.25
2011249N18133,WP,NH,2011,2011,9,7,6,21.68,135.73,55,249.25
2011250N12324,NA,NH,2011,2011,9,9,18,14.9,-57.9,50,251.75
2011250N20266,NA,NH,2011,2011,9,11,6,20.0,-95.4,45,253.25
2011253N20145,WP,NH,2011,2011,9,20,12,30.25,133.63,115,262.5
2011257N19154,WP,NH,2011,2011,9,19,12,37.33,148.66,85,261.5
2011263N12323,NA,NH,2011,2011,10,2,6,34.95,-62.04,100,274.25
2011264N13264,EP,NH,2011,2011,9,23,6,15.95,-101.35,135,265.25
2011265N21088,NI,NH,2011,2011,9,22,0,21.5,87.5,25,264.0
2011266N08343,NA,NH,2011,2011,10,6,18,28.15,-59.3,65,278.75
2011266N13139,WP,NH,2011,2011,9,26,18,16.03,122.71,95,268.75
2011267N16111,WP,NH,2011,2011,9,26,0,16.7,111.23,45,268.0
2011270N18139,WP,NH,2011,2011,10,1,0,16.8,122.75,95,273.0
2011278N12248,EP,NH,2011,2011,10,7,12,13.65,-119.95,65,279.5
2011279N10257,EP,NH,2011,2011,10,10,12,16.25,-106.75,115,282.5
2011280N10268,EP,NH,2011,2011,10,12,12,15.7,-94.1,60,284.5
2011282N08136,WP,NH,2011,2011,10,11,0,8.0,128.22,60,283.0
2011290N15090,NI,NH,2011,2011,10,19,0,20.16,90.82,60,291.0
2011295N13279,NA,NH,2011,2011,10,25,18,17.55,-83.94,100,297.75
2011302N13062,NI,NH,2011,2011,11,1,12,15.95,55.65,60,304.5
2011310N11066,NI,NH,2011,2011,11,8,18,14.65,58.7,45,311.75
2011310N29290,NA,NH,2011,2011,11,8,18,27.8,-70.0,45,311.75
2011311N13111,WP,NH,2011,2011,11,7,6,14.76,110.7,35,310.25
