Basin
NA
WP
EP
WP
EP
NA
NA
NA
WP
WP
WP
EP
EP
EP
NA
WP
NA
NA
WP
NA
NA
NA
WP
WP
EP
WP
WP
WP
WP
NA
WP
EP
EP
WP
NA
NA
WP
WP
WP
NA
EP
WP
WP
WP
NI
NA
WP
SI
WP
WP
WP
SI
SI
NI
NA
NI
NI
SI
SP
WP
SP
SP
SP
SI
WP
SI
SI
SI
SI
WP
SI
SP
SP
SI
SI
SP
SP
SP
SI
SI
SI
SI
SI
SI
SI
SI
SI
SP
SP
SI
SP
SI
SI
WP
WP
SI
SP
SP
WP
WP
NI
EP
WP
NI
EP
NA
EP
WP
WP
WP
NA
WP
SI
EP
EP
EP
WP
NA
EP
WP
SI
EP
EP
WP
EP
WP
EP
WP
WP
WP
EP
WP
NA
NA
WP
WP
NA
WP
EP
EP
WP
WP
NA
WP
WP
EP
WP
WP
NA
EP
NA
EP
EP
NA
EP
WP
WP
EP
NA
WP
WP
NA
EP
SI
EP
WP
WP
WP
NA
EP
WP
SI
WP
NA
EP
WP
SI
NI
SI
WP
WP
WP
NA
WP
WP
WP
SP
SI
WP
SI
SI
SI
WP
SI
SI
SI
SP
SP
SI
SI
SP
SI
SI
SP
SI
SP
SI
SI
SP
SI
SP
SP
SI
SI
NI
WP
NI
WP
SI
EP
WP
WP
NA
EP
EP
WP
WP
NI
WP
EP
WP
WP
EP
WP
EP
EP
EP
EP
EP
WP
WP
NA
EP
WP
WP
NA
WP
NA
NA
NA
WP
EP
WP
EP
NA
NI
WP
EP
EP
WP
NI
EP
WP
NA
EP
WP
NA
WP
WP
NI
NA
WP
WP
EP
EP
EP
WP
WP
NA
SI
NA
EP
EP
WP
EP
WP
NA
NA
NI
EP
WP
NA
WP
WP
SI
EP
NA
EP
NI
NI
WP
WP
WP
NI
WP
NI
SP
SI
SI
WP
NI
SP
SI
SI
NI
SI
SI
SI
SI
SP
SI
WP
SP
WP
SP
WP
SI
SI
SI
SI
SI
WP
NI
WP
SP
EP
NI
SI
SI
WP
WP
EP
EP
EP
EP
NA
WP
NA
WP
WP
WP
EP
WP
WP
NI
EP
EP
WP
WP
EP
WP
WP
WP
NA
WP
NI
NA
WP
NA
WP
WP
NA
NA
WP
NA
SI
WP
WP
EP
WP
EP
EP
NI
EP
WP
WP
EP
EP
NI
SI
NA
WP
SI
NA
NA
WP
WP
NI
NA
WP
WP
EP
NI
WP
WP
SP
WP
SI
WP
SI
SP
SP
SP
SI
SI
WP
SP
SP
SP
SP
EP
SP
SI
SP
SI
SI
SP
SI
SI
SI
SP
SI
SI
SI
SI
SI
SI
SP
SP
SP
SP
SP
EP
SP
SI
SI
NA
SP
NI
EP
NI
NI
NI
EP
WP
WP
EP
EP
WP
NA
EP
WP
WP
EP
WP
EP
EP
WP
WP
NI
NA
EP
EP
WP
WP
WP
EP
WP
WP
EP
WP
WP
WP
NA
EP
WP
EP
WP
WP
WP
EP
EP
WP
WP
WP
EP
WP
EP
EP
EP
WP
WP
EP
EP
NA
WP
WP
NI
NA
NA
WP
SI
NA
NA
NI
EP
WP
WP
NI
EP
WP
WP
WP
NI
EP
WP
WP
EP
SI
NA
WP
EP
WP
WP
NI
NI
NI
WP
WP
EP
SI
NI
SP
SI
NI
SP
SP
SI
SP
SP
SI
SI
SI
SI
SP
SP
SP
SP
SI
SP
SP
SI
SP
SI
WP
SI
SI
WP
SP
SP
SI
WP
SI
WP
WP
SI
SP
WP
NA
EP
WP
WP
EP
NA
EP
WP
EP
WP
EP
EP
WP
WP
WP
WP
WP
NA
EP
EP
WP
WP
NA
EP
WP
EP
WP
EP
NA
NA
WP
EP
WP
EP
WP
NA
EP
WP
NA
WP
NA
WP
WP
WP
EP
NA
WP
EP
WP
WP
EP
WP
WP
NI
NI
SI
WP
NI
WP
WP
SI
WP
NI
WP
SI
SI
WP
NI
SP
SI
WP
SP
SI
SI
SI
SP
SP
SI
SI
SP
SI
SI
SI
SI
SP
SI
SI
SI
SI
SI
NI
SP
SP
SP
SI
SI
WP
SI
SP
SI
NI
WP
WP
WP
NI
WP
EP
EP
EP
WP
NA
WP
WP
EP
WP
WP
EP
WP
WP
EP
NA
EP
WP
WP
WP
WP
WP
WP
EP
WP
WP
EP
EP
EP
EP
EP
WP
NA
NA
WP
WP
WP
EP
WP
NA
WP
EP
EP
WP
EP
WP
WP
NA
WP
WP
EP
EP
WP
NA
EP
WP
EP
NA
NA
WP
NA
WP
WP
SI
EP
WP
WP
WP
EP
WP
WP
NI
NA
NA
SP
NI
SI
SI
WP
SP
WP
SI
SP
SI
WP
SI
SI
SI
SI
SI
SI
SI
SP
SP
SI
SI
SI
SP
SI
SI
SP
SP
WP
WP
NI
NI
NI
EP
WP
WP
NA
EP
NA
EP
WP
NA
EP
EP
WP
WP
NA
NA
EP
WP
NA
WP
NA
EP
NA
WP
WP
EP
WP
WP
NA
NA
NA
WP
NA
NA
WP
WP
EP
WP
WP
WP
NA
NI
NA
EP
WP
EP
WP
WP
NI
NA
NA
WP
WP
WP
NA
WP
NA
NI
WP
WP
WP
WP
NA
NA
WP
NI
WP
SI
NI
WP
SI
SI
SI
WP
SI
WP
SI
SI
SP
SI
SP
SP
SI
SI
WP
SI
SP
SI
SI
SI
SI
WP
SI
WP
SP
SI
SP
SI
SP
SP
SI
SP
SP
WP
WP
SI
SI
SI
SI
WP
NI
SI
WP
EP
WP
EP
NI
NI
NI
NA
EP
EP
EP
WP
NA
EP
SI
WP
WP
WP
WP
NA
WP
NI
WP
WP
EP
WP
WP
WP
WP
WP
WP
SI
NA
WP
NA
NA
WP
NA
WP
EP
WP
SI
NA
WP
WP
WP
EP
WP
EP
WP
WP
WP
WP
NA
EP
EP
NI
NA
WP
WP
WP
NA
NI
NA
SI
WP
NI
WP
SI
WP
WP
NI
WP
WP
EP
WP
WP
NA
SP
SI
WP
NI
SI
SI
WP
SI
WP
SP
WP
SI
SI
WP
SI
SP
SI
SP
WP
SI
SI
SI
SP
SI
SI
SP
SI
SP
SI
SP
SP
SP
SP
SI
SP
SP
SP
SP
WP
SP
WP
SP
WP
SI
NI
WP
WP
SP
WP
EP
NA
SP
SP
EP
WP
WP
EP
EP
NI
EP
NA
EP
NA
EP
NA
WP
EP
NA
NA
SI
WP
WP
EP
WP
NI
EP
NI
WP
WP
EP
WP
EP
WP
WP
NI
WP
WP
EP
WP
WP
NI
NA
WP
EP
WP
EP
EP
EP
WP
WP
NI
WP
EP
WP
WP
SP
NA
EP
EP
WP
WP
NA
WP
WP
SP
WP
WP
EP
SP
NI
NI
EP
WP
SP
SP
WP
SP
SP
SP
SI
SP
SP
SI
SI
SP
SP
SP
SP
SP
SI
SI
SI
SI
SI
SP
SI
SI
SI
SP
SP
SP
SI
SI
SI
SI
SP
SP
NI
NI
NI
EP
NI
EP
EP
WP
WP
EP
SI
EP
WP
NA
EP
WP
EP
WP
EP
EP
EP
EP
NA
WP
NA
WP
NA
EP
WP
NA
EP
NA
WP
WP
WP
NA
WP
WP
NA
NA
WP
NA
WP
NA
SI
NI
EP
WP
WP
NA
WP
SI
NI
WP
WP
EP
EP
WP
NI
NI
EP
NA
NI
SI
WP
NI
NI
WP
WP
NA
SI
SI
WP
WP
NI
SP
WP
WP
SP
SP
SI
WP
SI
SP
SI
SP
SI
SP
SP
SI
NI
SI
SP
SP
SI
WP
SP
SI
SP
SI
SI
SP
SI
SI
SI
SI
SI
SI
WP
SI
WP
WP
NI
SP
WP
WP
NI
NA
NI
EP
NA
EP
WP
EP
WP
WP
WP
EP
WP
WP
EP
WP
EP
NI
WP
EP
EP
WP
NI
WP
EP
EP
WP
WP
NA
NA
WP
WP
EP
WP
NA
NA
WP
EP
NA
NA
WP
WP
NA
WP
WP
EP
WP
NA
WP
WP
NA
NA
EP
NA
WP
NI
NA
NI
NA
WP
WP
WP
NA
WP
WP
NI
SI
SI
WP
SI
SI
SP
SP
SI
SP
SI
SI
SI
SI
SI
SI
SP
SI
SI
SI
SI
SP
SP
SI
SI
NI
SP
SP
SI
SI
SI
SP
SI
WP
WP
WP
WP
WP
EP
WP
NA
EP
WP
EP
NA
WP
WP
EP
WP
WP
WP
EP
WP
EP
EP
EP
WP
WP
SI
EP
NA
EP
WP
WP
NA
EP
EP
NA
EP
WP
WP
NA
WP
NA
NI
WP
WP
EP
EP
WP
NA
WP
WP
EP
NA
NA
WP
NA
WP
NA
EP
EP
NA
NA
WP
NA
EP
NA
WP
NI
NA
NA
WP
WP
EP
NI
NA
WP
EP
WP
SI
NI
WP
SI
WP
SP
NI
WP
SI
SI
SI
SI
SI
SP
SI
SP
WP
SP
SP
SP
SP
SP
SI
SI
SI
SI
SP
WP
SI
WP
NI
EP
NA
NI
WP
EP
SI
WP
WP
WP
WP
NA
EP
EP
EP
WP
WP
WP
WP
WP
NA
WP
WP
NA
WP
EP
NA
WP
WP
WP
EP
WP
NA
WP
EP
EP
WP
NA
EP
EP
NA
WP
WP
NA
EP
WP
EP
NA
EP
NI
EP
WP
EP
SI
NA
NA
NI
EP
WP
NA
NI
WP
EP
SI
NA
NA
EP
NA
WP
NI
NI
SI
WP
WP
SI
NA
SI
SP
WP
WP
WP
SP
WP
SP
SI
SP
SP
WP
SP
SI
SI
SI
SI
SP
SI
SP
WP
SP
SI
SP
WP
SI
WP
SI
SI
SI
NI
SI
NI
WP
SP
EP
WP
WP
EP
WP
WP
EP
WP
WP
EP
WP
NA
WP
WP
WP
EP
EP
WP
WP
NA
EP
NA
WP
WP
WP
EP
EP
WP
WP
EP
WP
NA
EP
NA
SI
EP
NA
NA
WP
NA
NA
NA
EP
NA
WP
WP
NA
NA
WP
EP
WP
WP
WP
NA
WP
WP
EP
NI
EP
EP
WP
SI
NI
EP
SI
WP
NI
WP
SP
NI
NI
SI
SP
SI
SI
SI
SP
SI
WP
SP
SP
SI
SP
SI
SI
SP
SI
SI
SI
SI
SI
SP
SI
SP
SI
SP
SI
WP
SI
SP
NA
SI
NI
WP
WP
EP
WP
WP
SP
SP
WP
NA
EP
EP
NA
EP
NA
EP
WP
WP
WP
NA
EP
NA
NI
NA
WP
WP
EP
EP
EP
WP
NA
WP
WP
NA
EP
EP
NA
WP
NI
NA
WP
EP
NA
NA
NA
EP
WP
EP
WP
NA
NA
NA
SI
EP
EP
NI
WP
WP
NA
NA
WP
WP
EP
WP
NI
WP
SI
NI
WP
NI
WP
SI
NA
SI
NA
NI
SI
WP
SI
SP
SI
SI
SI
SI
SP
WP
SP
SI
SP
SI
SI
SI
WP
SI
SP
SI
SA
WP
SP
SI
WP
WP
WP
NI
EP
WP
WP
NI
NI
WP
WP
WP
EP
EP
WP
EP
EP
WP
WP
EP
EP
NA
WP
WP
NA
WP
WP
NA
NA
NA
WP
WP
WP
WP
EP
EP
EP
NA
WP
WP
EP
NA
NA
SI
EP
NA
WP
EP
NA
EP
WP
NI
NA
NA
WP
NA
NI
WP
NI
EP
NI
NA
WP
NA
EP
WP
EP
SI
NI
SI
WP
SI
WP
NA
NI
WP
SI
WP
SP
WP
SI
SP
SI
SP
SI
NI
NI
WP
SI
SI
SI
SI
SI
SP
SI
SP
SP
SI
SP
SP
SP
SP
SP
SI
WP
SI
SI
SI
SP
WP
SP
EP
WP
NA
NI
EP
EP
NI
NA
EP
NA
NA
NA
WP
EP
WP
WP
NA
NA
WP
NI
WP
EP
NA
NA
WP
EP
EP
NA
WP
WP
EP
NA
NA
WP
EP
NA
WP
NA
WP
NA
NA
WP
EP
NI
WP
NI
EP
NI
EP
NA
EP
NA
WP
WP
EP
WP
EP
NA
NI
NA
NA
NA
WP
NA
NA
WP
SI
EP
NA
NA
NI
NA
WP
SI
WP
WP
NA
SI
NI
NA
NI
NA
NI
NI
WP
SI
NA
SI
SP
NI
SP
SI
SI
SP
SP
SI
SP
SI
SI
WP
SI
SP
SP
SI
SI
SI
SI
SP
NI
WP
EP
EP
NA
WP
WP
NI
WP
WP
EP
EP
WP
EP
NA
NA
EP
WP
EP
EP
NA
NI
WP
WP
WP
NI
WP
WP
EP
NI
EP
EP
NA
WP
NA
EP
NI
EP
NA
NI
WP
WP
NA
NA
EP
EP
EP
WP
NI
WP
NI
EP
WP
NI
NA
WP
WP
EP
WP
EP
EP
EP
SP
WP
NI
EP
WP
EP
EP
EP
SP
WP
SI
SP
WP
WP
SI
SI
SI
SP
SP
SI
SP
SP
SI
SI
SI
SI
SI
SI
SI
SI
SP
SI
WP
SP
SI
NA
NI
WP
SP
EP
EP
NI
NA
EP
NI
NI
WP
WP
EP
EP
EP
EP
WP
SI
NA
WP
EP
WP
WP
EP
WP
NA
NA
WP
EP
EP
NA
WP
NA
WP
NA
NA
WP
EP
WP
EP
WP
NA
NA
NA
NA
NA
EP
WP
WP
WP
WP
WP
NA
EP
WP
NA
WP
NI
WP
WP
NI
SI
SP
SI
WP
WP
WP
WP
SP
NA
SI
SI
SI
SI
SI
SP
WP
SP
SI
SI
SP
SI
SI
SI
SI
SI
SP
SI
SI
SI
SP
SI
WP
SP
SI
SI
NI
WP
WP
WP
WP
EP
NA
NI
NI
WP
EP
EP
EP
NA
EP
WP
EP
EP
NA
NA
EP
WP
WP
NA
EP
EP
NI
WP
WP
WP
EP
WP
NA
EP
WP
NA
NA
NA
NA
EP
EP
WP
WP
WP
NI
WP
WP
NA
NA
WP
WP
EP
EP
NA
EP
NA
WP
NA
NA
SI
WP
NI
EP
NI
EP
WP
NA
WP
NI
SI
WP
WP
SI
NI
NI
WP
SI
SI
SI
SP
SI
SI
SI
SP
SP
SI
SI
SP
SI
SI
SP
SI
SP
SI
SP
SP
SI
SP
SI
NI
SI
WP
WP
NI
NA
WP
EP
EP
WP
NI
NI
EP
WP
EP
WP
EP
WP
NI
EP
WP
EP
EP
WP
WP
EP
WP
EP
NA
NA
WP
NA
EP
EP
EP
WP
NA
EP
EP
NA
EP
WP
NI
NA
WP
WP
WP
EP
EP
WP
NA
WP
WP
EP
NA
WP
NA
WP
EP
WP
EP
EP
WP
WP
WP
NA
WP
NI
SI
WP
SI
WP
SI
SI
NI
SI
SP
SI
WP
SI
SP
SP
SP
SI
SP
SI
SP
SP
SI
SP
SI
SP
SP
SA
WP
SI
SP
SI
SI
NI
NI
SI
EP
NI
EP
EP
EP
EP
NA
NA
WP
EP
WP
WP
NA
NA
EP
WP
NA
EP
WP
NA
EP
NA
WP
WP
WP
NA
WP
NA
EP
NA
WP
NA
NA
WP
NA
WP
NA
EP
NA
NA
WP
NA
NI
NA
WP
NI
WP
WP
NI
NA
SI
NA
NA
SI
NI
WP
SI
NI
WP
SI
WP
SP
SI
SI
SP
SP
SP
SI
SP
SP
NI
SP
SI
SI
SI
SI
SP
SI
SP
SI
WP
WP
SI
SI
WP
WP
WP
EP
WP
WP
NI
EP
WP
NA
EP
WP
WP
NA
EP
NA
NI
WP
WP
NA
EP
NA
WP
WP
NA
NA
EP
EP
NA
WP
NA
WP
NA
NA
NA
EP
NA
WP
NA
WP
NA
NA
WP
WP
NA
EP
NI
NA
WP
WP
WP
EP
EP
EP
WP
NI
NA
NI
NI
NA
WP
EP
NI
SI
SI
WP
WP
WP
SP
SI
NI
SI
SI
SI
SI
SI
SI
SI
SP
SP
SI
SI
WP
SI
SI
SI
SI
WP
SP
SI
EP
NA
WP
EP
NA
WP
SI
WP
EP
WP
NA
NA
WP
SP
EP
EP
EP
WP
WP
WP
WP
NA
WP
NA
WP
EP
NA
WP
EP
NA
WP
WP
NA
NA
EP
NA
NA
NA
EP
WP
NA
EP
EP
WP
EP
WP
EP
WP
WP
NA
WP
EP
NI
NA
SI
NA
WP
EP
WP
NA
NA
NI
NI
EP
WP
NI
SI
WP
SI
SP
NI
WP
SI
SP
SI
WP
SI
SI
SP
SP
SI
SI
SP
SI
SI
WP
SI
SI
SP
SP
SI
SI
SP
SI
NI
EP
EP
NI
NA
WP
WP
NA
WP
EP
WP
EP
EP
WP
NA
WP
NA
EP
WP
EP
NI
EP
WP
WP
EP
EP
WP
NA
WP
WP
EP
NI
WP
NA
EP
WP
EP
WP
NA
EP
NA
NA
NA
WP
EP
WP
WP
WP
WP
NA
WP
WP
WP
NA
EP
NI
WP
WP
EP
EP
WP
WP
WP
EP
NA
SI
WP
WP
EP
WP
NI
WP
NA
NI
NI
SI
SP
WP
NA
NI
SI
SI
SI
SI
NI
SP
SI
WP
SI
SP
SP
SP
WP
SI
SI
SP
SI
SI
SI
SP
WP
SP
SI
SP
SP
WP
SI
SP
WP
SI
SI
WP
NI
EP
EP
NI
EP
WP
NI
WP
EP
NA
EP
WP
EP
WP
WP
EP
NA
NI
WP
EP
WP
WP
NA
EP
EP
NI
EP
EP
WP
EP
NA
NA
EP
WP
WP
EP
EP
WP
NA
EP
WP
EP
WP
WP
EP
WP
NI
NA
NA
EP
EP
NA
NI
EP
WP
NI
SI
SI
WP
WP
SI
SI
WP
SI
WP
SI
SP
SI
SI
SP
SI
WP
SP
SP
SI
SI
SI
SP
SP
SI
WP
SP
WP
WP
SI
SI
SP
SI
WP
NA
WP
EP
EP
NI
EP
NA
WP
NI
NI
WP
SP
WP
WP
WP
EP
EP
NI
EP
NA
EP
WP
EP
NI
EP
EP
NI
WP
WP
SP
NI
EP
WP
WP
WP
EP
EP
NA
EP
EP
NA
EP
NA
EP
EP
NA
WP
NA
WP
WP
NA
NA
NI
EP
WP
EP
EP
EP
NA
WP
EP
WP
EP
NI
EP
WP
WP
SP
EP
EP
WP
NI
NI
NI
NA
WP
EP
SI
EP
SP
SI
WP
WP
SP
EP
SP
EP
NA
SP
SI
SI
SI
SI
SP
SP
SP
SP
SI
SI
SP
SI
SP
NI
WP
NA
EP
NA
NA
NI
EP
WP
EP
EP
EP
EP
SI
WP
EP
EP
WP
WP
WP
EP
NA
EP
WP
EP
WP
NI
WP
WP
EP
NA
WP
NI
WP
WP
NA
WP
EP
EP
NA
NA
WP
EP
WP
WP
WP
WP
EP
WP
NA
NA
NA
EP
NA
WP
WP
EP
EP
NA
WP
NA
WP
WP
WP
NI
EP
WP
NI
WP
WP
EP
NA
WP
NI
NI
WP
SI
SI
WP
WP
SI
SI
SI
SP
SP
SP
SI
SI
SI
SI
SI
SP
SP
SI
SP
SP
NI
WP
NA
WP
SI
SI
SP
SP
EP
SP
NI
EP
WP
EP
NI
NA
NA
EP
WP
NA
EP
EP
WP
NA
EP
EP
NI
WP
WP
EP
WP
WP
EP
WP
NI
WP
WP
NA
EP
NA
WP
EP
NA
NA
EP
WP
WP
WP
NA
NA
EP
WP
NA
WP
NA
WP
WP
EP
EP
EP
NA
NA
EP
WP
NA
EP
NA
WP
NI
WP
WP
WP
WP
NI
EP
NA
WP
WP
WP
NA
WP
NI
WP
SI
SI
NI
NI
WP
WP
SI
